src_node,dst_node,island_name,release_point_id,attn_layer1_mean,attn_layer2
0,137,고성하일,1,0.012069444,0.011336523
0,138,남해유구,1,0.012804388,0.009773987
0,143,부산해양대,1,0.026505932,0.01627467
0,144,통영망일봉,1,0.014092686,0.015309508
0,145,마산봉암,1,0.0176736,0.015328976
0,146,거제두모,1,0.017857766,0.01691497
0,148,부산가덕도,1,0.02092819,0.015855065
0,149,통영욕지도,1,0.010613803,0.014164235
1,137,고성하일,2,0.012644466,0.011649183
1,138,남해유구,2,0.016548458,0.009452914
1,143,부산해양대,2,0.025566256,0.01923486
1,144,통영망일봉,2,0.013488938,0.015681414
1,145,마산봉암,2,0.01952026,0.013573883
1,146,거제두모,2,0.020976726,0.019792207
1,148,부산가덕도,2,0.022009593,0.018805098
1,149,통영욕지도,2,0.010484831,0.013114977
2,137,고성하일,3,0.011401789,0.011500121
2,138,남해유구,3,0.010703165,0.010128351
2,139,여수반월,3,0.029931754,0.009546234
2,140,여수안도,3,0.036120884,0.010473808
2,143,부산해양대,3,0.0278786,0.014830698
2,144,통영망일봉,3,0.015120807,0.015400181
2,145,마산봉암,3,0.017598094,0.014476689
2,146,거제두모,3,0.017148828,0.015742205
2,148,부산가덕도,3,0.021040166,0.014588104
2,149,통영욕지도,3,0.011413124,0.0147615485
3,137,고성하일,4,0.012185065,0.0122412555
3,138,남해유구,4,0.01827622,0.009349344
3,143,부산해양대,4,0.026333692,0.02116957
3,144,통영망일봉,4,0.013278664,0.015802957
3,145,마산봉암,4,0.017718064,0.016684957
3,146,거제두모,4,0.025511602,0.022290017
3,148,부산가덕도,4,0.025101742,0.021444986
3,149,통영욕지도,4,0.011437016,0.012103117
4,137,고성하일,5,0.012316929,0.01231169
4,138,남해유구,5,0.02020591,0.00917999
4,143,부산해양대,5,0.026989326,0.022135474
4,144,통영망일봉,5,0.012791735,0.015380453
4,145,마산봉암,5,0.01868821,0.018476736
4,146,거제두모,5,0.028500842,0.023748972
4,148,부산가덕도,5,0.027091319,0.02278422
4,149,통영욕지도,5,0.0126316175,0.0114936745
5,137,고성하일,6,0.011525469,0.011835339
5,138,남해유구,6,0.01223515,0.00993806
5,143,부산해양대,6,0.026096582,0.016584774
5,144,통영망일봉,6,0.015110345,0.016023675
5,145,마산봉암,6,0.018020824,0.016018612
5,146,거제두모,6,0.019027382,0.017603014
5,148,부산가덕도,6,0.021019926,0.0163631
5,149,통영욕지도,6,0.010564932,0.014032152
6,137,고성하일,7,0.012127504,0.012435356
6,138,남해유구,7,0.020680597,0.009094385
6,143,부산해양대,7,0.027043704,0.022151692
6,144,통영망일봉,7,0.012562838,0.014960341
6,145,마산봉암,7,0.020816265,0.020169554
6,146,거제두모,7,0.024558034,0.022166895
6,148,부산가덕도,7,0.02753219,0.022955913
6,149,통영욕지도,7,0.013714898,0.010986267
7,137,고성하일,8,0.0116583835,0.01265781
7,138,남해유구,8,0.018915761,0.009184754
7,143,부산해양대,8,0.026493143,0.021247236
7,144,통영망일봉,8,0.01266894,0.014901788
7,145,마산봉암,8,0.022286637,0.020691384
7,146,거제두모,8,0.025145978,0.022018906
7,148,부산가덕도,8,0.02632574,0.021975324
7,149,통영욕지도,8,0.013507304,0.010864405
8,137,고성하일,9,0.01130694,0.012899193
8,138,남해유구,9,0.016739136,0.009372769
8,143,부산해양대,9,0.026037516,0.020310482
8,144,통영망일봉,9,0.013080245,0.015191295
8,145,마산봉암,9,0.021954143,0.020108094
8,146,거제두모,9,0.025292253,0.021648444
8,148,부산가덕도,9,0.025306057,0.021026993
8,149,통영욕지도,9,0.012568161,0.011060613
9,137,고성하일,10,0.0110247675,0.01241829
9,138,남해유구,10,0.0097887935,0.010487398
9,139,여수반월,10,0.026130542,0.009820751
9,140,여수안도,10,0.035725422,0.010379623
9,143,부산해양대,10,0.027236348,0.014938581
9,144,통영망일봉,10,0.01801966,0.01678037
9,145,마산봉암,10,0.018069023,0.015309809
9,146,거제두모,10,0.018391646,0.01636481
9,148,부산가덕도,10,0.020878393,0.01497284
9,149,통영욕지도,10,0.011412078,0.014597142
10,127,고흥신흥,11,0.01796266,0.0111591965
10,128,고흥염포,11,0.018818542,0.011474786
10,137,고성하일,11,0.015399316,0.010032727
10,138,남해유구,11,0.02755797,0.01704638
10,139,여수반월,11,0.016981598,0.016545333
10,140,여수안도,11,0.011139026,0.013386193
10,141,여수백야도,11,0.011288705,0.014141472
10,144,통영망일봉,11,0.012047648,0.0071785976
10,145,마산봉암,11,0.024082871,0.00615315
10,146,거제두모,11,0.025927562,0.0051673613
10,149,통영욕지도,11,0.015679665,0.010416519
11,127,고흥신흥,12,0.01423786,0.011727618
11,128,고흥염포,12,0.014973493,0.012050454
11,137,고성하일,12,0.013750188,0.008986695
11,138,남해유구,12,0.023950348,0.015409289
11,139,여수반월,12,0.021118008,0.017370077
11,140,여수안도,12,0.012194703,0.013661672
11,141,여수백야도,12,0.0130716,0.014855455
11,144,통영망일봉,12,0.011983017,0.0064502875
11,146,거제두모,12,0.030945566,0.0046358816
11,149,통영욕지도,12,0.014541071,0.009570118
12,127,고흥신흥,13,0.026393687,0.010686267
12,128,고흥염포,13,0.026099103,0.011184713
12,137,고성하일,13,0.01676851,0.011382629
12,138,남해유구,13,0.018858273,0.015924167
12,139,여수반월,13,0.012250595,0.015230185
12,140,여수안도,13,0.011091509,0.014478564
12,141,여수백야도,13,0.0100247115,0.013549387
12,144,통영망일봉,13,0.01295657,0.008661288
12,145,마산봉암,13,0.021712137,0.00704623
12,146,거제두모,13,0.020474777,0.006193021
12,149,통영욕지도,13,0.021335656,0.0130121205
13,127,고흥신흥,14,0.02229838,0.01095171
13,128,고흥염포,14,0.0222877,0.011437204
13,137,고성하일,14,0.016019482,0.01081557
13,138,남해유구,14,0.021185437,0.016237251
13,139,여수반월,14,0.013565192,0.015665762
13,140,여수안도,14,0.011575431,0.014566316
13,141,여수백야도,14,0.010426021,0.013900577
13,144,통영망일봉,14,0.012533341,0.008122634
13,145,마산봉암,14,0.02291377,0.006664013
13,146,거제두모,14,0.02216762,0.0058108848
13,149,통영욕지도,14,0.019720903,0.012229726
14,137,고성하일,15,0.01187114,0.0111820735
14,138,남해유구,15,0.0116139315,0.009905963
14,139,여수반월,15,0.033933982,0.00935217
14,140,여수안도,15,0.039656837,0.010364904
14,143,부산해양대,15,0.02768575,0.015156243
14,144,통영망일봉,15,0.014186362,0.0149777
14,145,마산봉암,15,0.017592704,0.014452851
14,146,거제두모,15,0.016961552,0.015837375
14,148,부산가덕도,15,0.021073557,0.014778543
14,149,통영욕지도,15,0.011093057,0.014584451
15,137,고성하일,16,0.012050416,0.012468034
15,138,남해유구,16,0.021000918,0.009027469
15,143,부산해양대,16,0.02693219,0.0220038
15,144,통영망일봉,16,0.012429529,0.014627616
15,145,마산봉암,16,0.022711018,0.021245835
15,146,거제두모,16,0.022074942,0.020990718
15,148,부산가덕도,16,0.027127113,0.022712022
15,149,통영욕지도,16,0.014527472,0.010668259
16,137,고성하일,17,0.011220219,0.013615118
16,138,남해유구,17,0.010332946,0.010415633
16,139,여수반월,17,0.029545262,0.009682224
16,143,부산해양대,17,0.025745446,0.01643037
16,144,통영망일봉,17,0.018833278,0.017539853
16,145,마산봉암,17,0.021668164,0.01828127
16,146,거제두모,17,0.022353228,0.018688058
16,148,부산가덕도,17,0.021682933,0.016911399
16,149,통영욕지도,17,0.010355625,0.012994263
17,137,고성하일,18,0.011084397,0.013170879
17,138,남해유구,18,0.014263665,0.009677822
17,143,부산해양대,18,0.02565401,0.019200843
17,144,통영망일봉,18,0.014172356,0.015879823
17,145,마산봉암,18,0.02613374,0.02156823
17,146,거제두모,18,0.026000386,0.021399172
17,148,부산가덕도,18,0.024174407,0.019897329
17,149,통영욕지도,18,0.011300249,0.0115946075
18,137,고성하일,19,0.028259361,0.015782975
18,138,남해유구,19,0.01099582,0.01366125
18,139,여수반월,19,0.009152594,0.013034822
18,140,여수안도,19,0.011957271,0.010717445
18,141,여수백야도,19,0.01196371,0.011053627
18,144,통영망일봉,19,0.014613727,0.0105109885
18,145,마산봉암,19,0.01730439,0.009829106
18,146,거제두모,19,0.01628413,0.007852879
18,148,부산가덕도,19,0.036080375,0.007242381
18,149,통영욕지도,19,0.01524356,0.01234183
19,137,고성하일,20,0.024089739,0.015981937
19,138,남해유구,20,0.009839382,0.013796998
19,139,여수반월,20,0.009042812,0.01282745
19,140,여수안도,20,0.01181012,0.011710616
19,141,여수백야도,20,0.01398534,0.011080815
19,144,통영망일봉,20,0.018854728,0.013048841
19,145,마산봉암,20,0.017415121,0.01092391
19,146,거제두모,20,0.015092806,0.009460537
19,148,부산가덕도,20,0.028401196,0.008621564
19,149,통영욕지도,20,0.014776092,0.0131155765
20,137,고성하일,21,0.011324095,0.01223248
20,138,남해유구,21,0.007907674,0.011343216
20,139,여수반월,21,0.0147966845,0.010708582
20,140,여수안도,21,0.01777992,0.0116079645
20,141,여수백야도,21,0.035399176,0.009698246
20,143,부산해양대,21,0.034506224,0.011640748
20,144,통영망일봉,21,0.022020888,0.016602853
20,145,마산봉암,21,0.017504126,0.012570083
20,146,거제두모,21,0.01572561,0.0129016545
20,148,부산가덕도,21,0.022640117,0.011729206
