도서명,island_lon,island_lat,grid_no,gid,rank_nn,dist_m_est,weight_inv_dist2
대운두도,1005695.8104521846,1638860.3550691064,GR2_F2M41,1939,2,3840.3929019617176,6.780296001351509e-08
대운두도,1005695.8104521846,1638860.3550691064,GR2_F2O12,1818,3,3864.494953007198,6.695985152910829e-08
대락도,1004636.0742865991,1629339.6563380691,GR2_F2P21,1823,1,1720.3288224684984,3.378912317965953e-07
대락도,1004636.0742865991,1629339.6563380691,GR2_F2P22,1824,2,2035.2273905302138,2.414204290877027e-07
대락도,1004636.0742865991,1629339.6563380691,GR2_F2P14,1886,3,4239.782039382889,5.563049372017652e-08
소락도,1005104.4967398713,1629059.4482064983,GR2_F2P22,1824,1,1493.242235242106,4.484760702855027e-07
소락도,1005104.4967398713,1629059.4482064983,GR2_F2P21,1823,2,1926.8378749623387,2.693453821683724e-07
소락도,1005104.4967398713,1629059.4482064983,GR2_F2P23,1887,3,4116.574774836706,5.901031832400667e-08
목도,1012513.2275250925,1629242.698039702,GR2_F2P24,1888,1,1244.0434936311,6.461429214682788e-07
목도,1012513.2275250925,1629242.698039702,GR2_F2P31,1949,2,2547.31004383311,1.5411195050400935e-07
목도,1012513.2275250925,1629242.698039702,GR2_F2P23,1887,3,3578.4877001807477,7.809098637062761e-08
돌섬,1012812.7768759778,1628976.334866363,GR2_F2P24,1888,1,1202.6325030533421,6.914070847663967e-07
돌섬,1012812.7768759778,1628976.334866363,GR2_F2P31,1949,2,2164.381742097609,2.134677063919755e-07
돌섬,1012812.7768759778,1628976.334866363,GR2_F2P23,1887,3,3795.740020592692,6.940760392973477e-08
삼도첫섬,1013691.1387688984,1626904.8832568203,GR2_F2P31,1949,1,1658.3795071527088,3.636068004540173e-07
삼도첫섬,1013691.1387688984,1626904.8832568203,GR2_F2P24,1888,2,2120.092534944624,2.224796382470341e-07
삼도첫섬,1013691.1387688984,1626904.8832568203,GR2_F2P32,1950,3,4148.357577456261,5.810956254421691e-08
애기삼섬,1013586.0822798179,1626884.4133601068,GR2_F2P31,1949,1,1745.3308385676767,3.2827993039406766e-07
애기삼섬,1013586.0822798179,1626884.4133601068,GR2_F2P24,1888,2,2047.57661744956,2.385171292193099e-07
애기삼섬,1013586.0822798179,1626884.4133601068,GR2_F2P32,1950,3,4254.767146374512,5.52393273774738e-08
삼도,1013474.3840682198,1626732.0330048979,GR2_F2P31,1949,1,1932.56419873443,2.6775156873178244e-07
삼도,1013474.3840682198,1626732.0330048979,GR2_F2P24,1888,2,2060.12634901343,2.356200176144394e-07
삼도,1013474.3840682198,1626732.0330048979,GR2_F2P32,1950,3,4407.835052011919,5.146942414821939e-08
삼도끝섬,1013380.2264987926,1626490.6037685887,GR2_F2P24,1888,1,2168.0329093870896,2.1274931338064111e-07
삼도끝섬,1013380.2264987926,1626490.6037685887,GR2_F2P31,1949,2,2174.6293698916984,2.1146057548323043e-07
삼도끝섬,1013380.2264987926,1626490.6037685887,GR2_F2P23,1887,3,4568.984602020595,4.790276590768132e-08
문서,1025352.9181651839,1617379.4482837613,GR2_G1H14,1390,1,3174.4091065301436,9.923712279937481e-08
문서,1025352.9181651839,1617379.4482837613,GR2_G1H13,1389,2,3640.0502711733607,7.547188621381588e-08
문서,1025352.9181651839,1617379.4482837613,GR2_G1F32,1446,3,3957.682406129523,6.384370640717971e-08
작은가릿여,1024739.2348368812,1616982.6523642628,GR2_G1H13,1389,1,2989.047133198645,1.1192688693735815e-07
작은가릿여,1024739.2348368812,1616982.6523642628,GR2_G1H14,1390,2,3043.985089520592,1.0792322424667254e-07
작은가릿여,1024739.2348368812,1616982.6523642628,GR2_G1F31,1445,3,4470.393515418143,5.003898241216066e-08
물목섬,1024774.7821951967,1615272.242231374,GR2_G1H13,1389,1,1688.9287151948056,3.50571985625631e-07
물목섬,1024774.7821951967,1615272.242231374,GR2_G1H14,1390,2,1734.1685893471533,3.325195807438641e-07
물목섬,1024774.7821951967,1615272.242231374,GR2_G1G44,1516,3,4352.65630061513,5.278265437390013e-08
형제도,1024992.5124145893,1615237.1801296833,GR2_G1H14,1390,1,1535.007483441002,4.2440336778548044e-07
형제도,1024992.5124145893,1615237.1801296833,GR2_G1H13,1389,2,1855.287135211544,2.90521051631663e-07
형제도,1024992.5124145893,1615237.1801296833,GR2_G1H23,1391,3,4185.516449548933,5.708235327513796e-08
후서,1025973.4498601746,1615314.311044948,GR2_G1H14,1390,1,1018.5466756379967,9.639127171666587e-07
후서,1025973.4498601746,1615314.311044948,GR2_G1H13,1389,2,2777.874526825905,1.295909558306365e-07
후서,1025973.4498601746,1615314.311044948,GR2_G1H23,1391,3,3256.7298925218192,9.42836697944692e-08
수항도,1025014.5644557015,1615857.7965508369,GR2_G1H14,1390,1,1953.2519116979001,2.6210986701912145e-07
수항도,1025014.5644557015,1615857.7965508369,GR2_G1H13,1389,2,2244.149709577302,1.9856205651599108e-07
수항도,1025014.5644557015,1615857.7965508369,GR2_G1H23,1391,3,4340.648968323364,5.307507858859158e-08
배다서,1028345.3718189349,1615311.6027807568,GR2_G1H23,1391,1,1220.5011975860496,6.713102659838333e-07
배다서,1028345.3718189349,1615311.6027807568,GR2_G1H14,1390,2,2332.937909151477,1.837357048271395e-07
배다서,1028345.3718189349,1615311.6027807568,GR2_G1H24,1392,3,3712.7799242040946,7.254400933077551e-08
작은배대기여,1028312.4424238126,1615120.8508243784,GR2_G1H23,1391,1,1097.1201154076446,8.307900443332343e-07
작은배대기여,1028312.4424238126,1615120.8508243784,GR2_G1H14,1390,2,2228.3813289469426,2.0138211172524536e-07
작은배대기여,1028312.4424238126,1615120.8508243784,GR2_G1H24,1392,3,3700.011315095899,7.304556688932672e-08
외삼도,1028501.8058734726,1613590.6063821316,GR2_G1H23,1391,1,944.2111380886404,1.1216601084609595e-06
외삼도,1028501.8058734726,1613590.6063821316,GR2_G1H14,1390,2,2388.947374908955,1.752212434508981e-07
외삼도,1028501.8058734726,1613590.6063821316,GR2_G1H24,1392,3,3510.99709485194,8.112207008947124e-08
구몽여,1028291.4906583865,1613303.7748096976,GR2_G1H23,1391,1,1299.795839721516,5.919015234643974e-07
구몽여,1028291.4906583865,1613303.7748096976,GR2_G1H14,1390,2,2302.425585594921,1.8863779560825991e-07
구몽여,1028291.4906583865,1613303.7748096976,GR2_G1H24,1392,3,3785.4166647621305,6.978668841634389e-08
중삼도,1028112.6649217178,1613120.7410627534,GR2_G1H23,1391,1,1554.1001703553195,4.140395272968967e-07
중삼도,1028112.6649217178,1613120.7410627534,GR2_G1H14,1390,2,2237.042762383807,1.9982569920698155e-07
중삼도,1028112.6649217178,1613120.7410627534,GR2_G1H24,1392,3,4009.7406986391743,6.219670758903938e-08
초삼도,1028089.3414672358,1612038.338896937,GR2_G1H23,1391,1,2503.0961730143854,1.5960439939361115e-07
초삼도,1028089.3414672358,1612038.338896937,GR2_G1H14,1390,2,2950.130417664676,1.148993360779284e-07
초삼도,1028089.3414672358,1612038.338896937,GR2_G1H24,1392,3,4481.242388537161,4.979699174519685e-08
대부도,1026780.0481587258,1609425.9747950858,GR2_G1I32,1698,1,2080.894842557882,2.30940250243309e-07
대부도,1026780.0481587258,1609425.9747950858,GR2_G1I33,1761,2,3066.6756960770435,1.0633206574359679e-07
대부도,1026780.0481587258,1609425.9747950858,GR2_G1I31,1697,3,3940.324747990838,6.440742542231949e-08
안도,1028514.4974287191,1610284.0390412565,GR2_G1I33,1761,1,2921.2570170161707,1.1718186667218645e-07
안도,1028514.4974287191,1610284.0390412565,GR2_G1I32,1698,2,3656.372604051737,7.479956547806126e-08
안도,1028514.4974287191,1610284.0390412565,GR2_G1H23,1391,3,4092.250346803513,5.971392051604561e-08
큰여,1028087.9484243877,1607698.3004252003,GR2_G1I33,1761,1,1050.6590682766919,9.058910730816038e-07
큰여,1028087.9484243877,1607698.3004252003,GR2_G1I32,1698,2,1860.59646847276,2.888653762716862e-07
큰여,1028087.9484243877,1607698.3004252003,GR2_G1I34,1762,3,3875.49644122705,6.658022925704487e-08
검등여,1026970.1548262578,1607434.9302185872,GR2_G1I32,1698,1,721.2485180449897,1.9223359927452746e-06
검등여,1026970.1548262578,1607434.9302185872,GR2_G1I33,1761,2,2131.6212226702805,2.2007962301914554e-07
검등여,1026970.1548262578,1607434.9302185872,GR2_G1I31,1697,3,3573.5815458613674,7.83055550835208e-08
납작도,1027023.5744128929,1607117.807295253,GR2_G1I32,1698,1,829.0498821757176,1.454916416678086e-06
납작도,1027023.5744128929,1607117.807295253,GR2_G1I33,1761,2,2100.3703194391737,2.266773654173676e-07
납작도,1027023.5744128929,1607117.807295253,GR2_G1I31,1697,3,3638.343278442392,7.554272074645023e-08
작은알마도,1025879.547688277,1606602.677213294,GR2_G1I32,1698,1,891.5032152989149,1.2582114292528263e-06
작은알마도,1025879.547688277,1606602.677213294,GR2_G1I31,1697,2,2609.6789085681576,1.4683371436358548e-07
작은알마도,1025879.547688277,1606602.677213294,GR2_G1I33,1761,3,3324.8292658516166,9.046097481349334e-08
나발도,1022016.2775874782,1619781.8560231917,GR2_G1F31,1445,1,1980.857086843327,2.548552604044628e-07
나발도,1022016.2775874782,1619781.8560231917,GR2_G1F24,1384,2,2086.097788061405,2.2978970893330497e-07
나발도,1022016.2775874782,1619781.8560231917,GR2_G1F32,1446,3,4441.1463504475305,5.070021584912488e-08
소두리도,1022774.5489052521,1619096.4106210181,GR2_G1F31,1445,1,2218.3025378988045,2.0321621567683975e-07
소두리도,1022774.5489052521,1619096.4106210181,GR2_G1F24,1384,2,3107.917305921629,1.0352876790354368e-07
소두리도,1022774.5489052521,1619096.4106210181,GR2_G1F32,1446,3,4051.1449385934543,6.093185654607943e-08
대두리도,1021282.8636991519,1619025.8106866598,GR2_G1F24,1384,1,2333.45511986185,1.8365426377053702e-07
대두리도,1021282.8636991519,1619025.8106866598,GR2_G1F31,1445,2,3033.9968172060203,1.0863498559420954e-07
대두리도,1021282.8636991519,1619025.8106866598,GR2_G1F23,1383,3,4232.509606290518,5.58218301282461e-08
화태도,1021256.8502552602,1621246.9569364828,GR2_G1F24,1384,1,743.502792091708,1.8089810058019513e-06
화태도,1021256.8502552602,1621246.9569364828,GR2_G1F31,1445,2,2105.0230188841747,2.2567643017438287e-07
화태도,1021256.8502552602,1621246.9569364828,GR2_G1F23,1383,3,3591.632846499883,7.752041643080198e-08
큰여,1023092.0827139285,1620853.0648308368,GR2_G1F31,1445,1,468.0507386190313,4.564699027696579e-06
큰여,1023092.0827139285,1620853.0648308368,GR2_G1F24,1384,2,2605.746752392067,1.472772023184365e-07
큰여,1023092.0827139285,1620853.0648308368,GR2_G1F32,1446,3,3142.3461370511423,1.0127258887015648e-07
몽여,1024303.3000087244,1620195.3728177939,GR2_G1F31,1445,1,1402.9711669628336,5.080451243509282e-07
몽여,1024303.3000087244,1620195.3728177939,GR2_G1F32,1446,2,2175.7447897575576,2.1124381585404257e-07
몽여,1024303.3000087244,1620195.3728177939,GR2_G1F24,1384,3,3928.1102356454926,6.480859969189912e-08
소횡간도,1024509.2866592783,1618995.891846176,GR2_G1F31,1445,1,2516.4923614194454,1.579096600093592e-07
소횡간도,1024509.2866592783,1618995.891846176,GR2_G1F32,1446,2,2818.359940137403,1.258945793069465e-07
소횡간도,1024509.2866592783,1618995.891846176,GR2_G1F24,1384,3,4577.300022741973,4.772887745217974e-08
대횡간도,1023827.4575822889,1620386.6362285381,GR2_G1F31,1445,1,968.2283041538574,1.0667041589402074e-06
대횡간도,1023827.4575822889,1620386.6362285381,GR2_G1F32,1446,2,2531.945314974106,1.5598803569098624e-07
대횡간도,1023827.4575822889,1620386.6362285381,GR2_G1F24,1384,3,3419.226717021697,8.553506037006791e-08
백야도,1012605.1020560827,1624578.2683119325,GR2_G1F13,1381,1,3424.1005553068194,8.529173380011372e-08
백야도,1012605.1020560827,1624578.2683119325,GR2_F2P24,1888,2,3608.42558678579,7.680057282932638e-08
백야도,1012605.1020560827,1624578.2683119325,GR2_G1F14,1382,3,4022.9890114894233,6.178773574926057e-08
자봉도,1017040.5053354275,1622015.4501029851,GR2_G1F23,1383,1,1009.1809282932696,9.818869873583932e-07
자봉도,1017040.5053354275,1622015.4501029851,GR2_G1F14,1382,2,2362.176140242324,1.7921541620662784e-07
자봉도,1017040.5053354275,1622015.4501029851,GR2_G1F24,1384,3,3561.035879374231,7.885827392279404e-08
단도,1017746.2952851732,1621833.05078726,GR2_G1F23,1383,1,615.4690779772786,2.6398933195404074e-06
단도,1017746.2952851732,1621833.05078726,GR2_G1F24,1384,2,2832.4746755785377,1.2464299460894426e-07
단도,1017746.2952851732,1621833.05078726,GR2_G1F14,1382,3,2993.15369105064,1.1161997394376e-07
딴여,1020830.2784988306,1620688.3153608758,GR2_G1F24,1384,1,626.4483372075177,2.5481698434288634e-06
딴여,1020830.2784988306,1620688.3153608758,GR2_G1F31,1445,2,2590.0367955142488,1.490692503117058e-07
딴여,1020830.2784988306,1620688.3153608758,GR2_G1F23,1383,3,3209.8163596257737,9.705984321066362e-08
월호도,1020006.9983806978,1619951.706496942,GR2_G1F24,1384,1,1373.9005748258876,5.297721934862339e-07
월호도,1020006.9983806978,1619951.706496942,GR2_G1F23,1383,2,2664.504293527295,1.408533206533399e-07
월호도,1020006.9983806978,1619951.706496942,GR2_G1F31,1445,3,3592.1099290447537,7.749982620419867e-08
육고여,1012725.4278699147,1618583.2686833008,GR2_G1F13,1381,1,2737.211865310114,1.3346983211924346e-07
육고여,1012725.4278699147,1618583.2686833008,GR2_G1F14,1382,2,3363.9668200586593,8.836831103929853e-08
육고여,1012725.4278699147,1618583.2686833008,GR2_G1G41,1451,3,4348.855752648297,5.2874950217204995e-08
납덕고여,1012840.8212880942,1618064.919210641,GR2_G1F13,1381,1,3267.4219071749567,9.366762880881637e-08
납덕고여,1012840.8212880942,1618064.919210641,GR2_G1F14,1382,2,3721.144876113497,7.221822516118365e-08
납덕고여,1012840.8212880942,1618064.919210641,GR2_G1G41,1451,3,3863.3925870124094,6.699806912552176e-08
고여,1013538.0761379016,1616761.0458215557,GR2_G1G42,1452,1,2775.7287423606253,1.297913945136628e-07
고여,1013538.0761379016,1616761.0458215557,GR2_G1G41,1451,2,2914.7196723756274,1.1770810406684839e-07
고여,1013538.0761379016,1616761.0458215557,GR2_G1F14,1382,3,4636.766426851474,4.6512484824490444e-08
아랫고여,1010633.7556287758,1616643.4345687912,GR2_G1G41,1451,1,2702.1679933551427,1.369541665884301e-07
아랫고여,1010633.7556287758,1616643.4345687912,GR2_G1G34,1514,2,2789.2932712014026,1.2853209485856781e-07
아랫고여,1010633.7556287758,1616643.4345687912,GR2_G1F13,1381,3,4761.368677759159,4.4109929081845376e-08
야도,1016574.4316395496,1620543.39710072,GR2_G1F23,1383,1,1285.2082591682383,6.054143649599624e-07
야도,1016574.4316395496,1620543.39710072,GR2_G1F14,1382,2,1882.4109980911696,2.8220907438472603e-07
야도,1016574.4316395496,1620543.39710072,GR2_G1F24,1384,3,3998.3236019721517,6.255241647730237e-08
단도1,1016561.8707659701,1618808.2199430955,GR2_G1F23,1383,1,2654.882045206215,1.418761770412498e-07
단도1,1016561.8707659701,1618808.2199430955,GR2_G1F14,1382,2,2975.099010858711,1.129788380402038e-07
단도1,1016561.8707659701,1618808.2199430955,GR2_G1F24,1384,3,4634.130649322765,4.656541014352108e-08
바깥딴섬,1016635.3618768943,1618711.8976063344,GR2_G1F23,1383,1,2714.051474408514,1.3575748402784472e-07
바깥딴섬,1016635.3618768943,1618711.8976063344,GR2_G1F14,1382,2,3096.2191689184165,1.0431255057228247e-07
바깥딴섬,1016635.3618768943,1618711.8976063344,GR2_G1G43,1515,3,4525.47038534811,4.8828403453834686e-08
도막여,1017248.8732298609,1618464.9758612257,GR2_G1F23,1383,1,2789.2197088088005,1.2853887471306453e-07
도막여,1017248.8732298609,1618464.9758612257,GR2_G1F14,1382,2,3673.23668131356,7.411432245008364e-08
도막여,1017248.8732298609,1618464.9758612257,GR2_G1G43,1515,3,4178.83019790835,5.726516630054691e-08
제도,1013742.9058784277,1622412.5750349106,GR2_G1F14,1382,1,1606.5172718645642,3.8746192659248123e-07
제도,1013742.9058784277,1622412.5750349106,GR2_G1F13,1381,2,2141.1709593789055,2.1812086756746924e-07
제도,1013742.9058784277,1622412.5750349106,GR2_G1F23,1383,3,4098.829341181507,5.952238180815978e-08
상화도,1009208.8055114985,1622804.8249308893,GR2_G1E44,1508,1,1596.6966420599285,3.9224282287271937e-07
상화도,1009208.8055114985,1622804.8249308893,GR2_G1F13,1381,2,3185.6959343303574,9.85351800920201e-08
상화도,1009208.8055114985,1622804.8249308893,GR2_G1E43,1507,3,3342.5563290434907,8.950400966791706e-08
부도,1007533.245298831,1620321.1605955015,GR2_G1E43,1507,1,1541.7555946195823,4.20696356935048e-07
부도,1007533.245298831,1620321.1605955015,GR2_G1E44,1508,2,1819.453654055764,3.0207714900084724e-07
부도,1007533.245298831,1620321.1605955015,GR2_G1E42,1444,3,4203.617503345673,5.659181099081829e-08
소부도,1007847.9371263892,1620691.4548476352,GR2_G1E44,1508,1,1374.36672090957,5.294128873136552e-07
소부도,1007847.9371263892,1620691.4548476352,GR2_G1E43,1507,2,1658.2786757365816,3.6365101990934873e-07
소부도,1007847.9371263892,1620691.4548476352,GR2_G1F13,1381,3,4153.799160821834,5.795741224611105e-08
장구도,1009489.2987398332,1621715.9066565414,GR2_G1E44,1508,1,625.6034785730412,2.5550569261857362e-06
장구도,1009489.2987398332,1621715.9066565414,GR2_G1F13,1381,2,2529.787535779988,1.5625424874375646e-07
장구도,1009489.2987398332,1621715.9066565414,GR2_G1E43,1507,3,3256.885562047358,9.427465704795492e-08
하화도,1010766.2155858519,1622012.4614625978,GR2_G1F13,1381,1,1443.5884616813255,4.79858273659379e-07
하화도,1010766.2155858519,1622012.4614625978,GR2_G1E44,1508,2,1830.6899804217767,2.983803789723672e-07
하화도,1010766.2155858519,1622012.4614625978,GR2_G1F14,1382,3,4127.996158017095,5.86842293427241e-08
문여,1009721.8623310381,1621647.7829284887,GR2_G1E44,1508,1,743.5031925714146,1.8089790570310943e-06
문여,1009721.8623310381,1621647.7829284887,GR2_G1F13,1381,2,2288.422622992562,1.9095342486101164e-07
문여,1009721.8623310381,1621647.7829284887,GR2_G1E43,1507,3,3477.528427631844,8.269106518042259e-08
납대도,1002677.9311292804,1623078.9877450294,GR2_G1E42,1444,1,2015.4349996152011,2.461854040821355e-07
납대도,1002677.9311292804,1623078.9877450294,GR2_G1E41,1443,2,2815.5104748868284,1.2614953393499518e-07
납대도,1002677.9311292804,1623078.9877450294,GR2_G1E43,1507,3,4052.0122327246445,6.090577558691124e-08
대해도,1003194.3740819666,1622604.6353180401,GR2_G1E42,1444,1,1416.6506561074923,4.982809105661096e-07
대해도,1003194.3740819666,1622604.6353180401,GR2_G1E41,1443,2,2968.7318284423027,1.1346398001367933e-07
대해도,1003194.3740819666,1622604.6353180401,GR2_G1E43,1507,3,3379.823431284715,8.754108742401464e-08
목도,1003414.7984877406,1621899.846983011,GR2_G1E42,1444,1,693.1949355849413,2.0810778840118492e-06
목도,1003414.7984877406,1621899.846983011,GR2_G1E41,1443,2,2922.6316101352836,1.1707166496995135e-07
목도,1003414.7984877406,1621899.846983011,GR2_G1E43,1507,3,2939.9447253055528,1.1569687250592163e-07
소해도,1003534.6612471724,1621882.2602323778,GR2_G1E42,1444,1,684.5572055556779,2.133927110544177e-06
소해도,1003534.6612471724,1621882.2602323778,GR2_G1E43,1507,2,2819.3305965239674,1.2580790672851892e-07
소해도,1003534.6612471724,1621882.2602323778,GR2_G1E41,1443,3,3035.235565847832,1.0854633088356016e-07
문도,1004617.410190366,1620508.4892857245,GR2_G1E42,1444,1,1382.6897991639612,5.230584893352888e-07
문도,1004617.410190366,1620508.4892857245,GR2_G1E43,1507,2,1796.6703271630643,3.0978691864493296e-07
문도,1004617.410190366,1620508.4892857245,GR2_G1E41,1443,3,4101.473855231503,5.944564986976603e-08
작은문도,1004613.9857681183,1620422.542269721,GR2_G1E42,1444,1,1425.1583744960249,4.923495302265444e-07
작은문도,1004613.9857681183,1620422.542269721,GR2_G1E43,1507,2,1834.9477679580334,2.9699727047425155e-07
작은문도,1004613.9857681183,1620422.542269721,GR2_G1E41,1443,3,4113.6018288659,5.909564397255454e-08
사도,1005054.1364112628,1621906.738714314,GR2_G1E43,1507,1,1404.1717385984948,5.071767355525916e-07
사도,1005054.1364112628,1621906.738714314,GR2_G1E42,1444,2,1774.1196539952023,3.177123140895592e-07
사도,1005054.1364112628,1621906.738714314,GR2_G1E44,1508,3,4125.519514266572,5.875470945862404e-08
중도,1005376.7496044653,1621654.25569327,GR2_G1E43,1507,1,1000.4219165933354,9.991557022407805e-07
중도,1005376.7496044653,1621654.25569327,GR2_G1E42,1444,2,2003.4142697223542,2.4914855126194665e-07
중도,1005376.7496044653,1621654.25569327,GR2_G1E44,1508,3,3769.9438539380462,7.036070865283365e-08
토도,1005520.1699305642,1621347.6736524794,GR2_G1E43,1507,1,764.8814025350661,1.7092715127471702e-06
토도,1005520.1699305642,1621347.6736524794,GR2_G1E42,1444,2,2100.9406973278838,2.265543022795338e-07
토도,1005520.1699305642,1621347.6736524794,GR2_G1E44,1508,3,3602.933506068641,7.70348909983694e-08
납작여,1005875.6416748568,1621674.7744379921,GR2_G1E43,1507,1,612.3468518012018,2.6668823860831694e-06
납작여,1005875.6416748568,1621674.7744379921,GR2_G1E42,1444,2,2495.9583727296326,1.605185597428835e-07
납작여,1005875.6416748568,1621674.7744379921,GR2_G1E44,1508,3,3277.8880224169457,9.30704326751306e-08
장사도,1005956.3870930994,1621428.4878199294,GR2_G1E43,1507,1,385.07209729127777,6.743928705631252e-06
장사도,1005956.3870930994,1621428.4878199294,GR2_G1E42,1444,2,2542.11604329219,1.5474235065573937e-07
장사도,1005956.3870930994,1621428.4878199294,GR2_G1E44,1508,3,3171.602021550426,9.941286381775819e-08
추도,1006241.3020476316,1622042.817227446,GR2_G1E43,1507,1,835.1856947110479,1.4336174658043006e-06
추도,1006241.3020476316,1622042.817227446,GR2_G1E42,1444,2,2938.7868118481706,1.1578806206877507e-07
추도,1006241.3020476316,1622042.817227446,GR2_G1E44,1508,3,2997.0614860352366,1.1132908664601301e-07
뒷여,1006470.3428669824,1621868.7552473058,GR2_G1E43,1507,1,689.6208323357484,2.1027049743029166e-06
뒷여,1006470.3428669824,1621868.7552473058,GR2_G1E44,1508,2,2730.6602675775866,1.3411106131432152e-07
뒷여,1006470.3428669824,1621868.7552473058,GR2_G1E42,1444,3,3117.48749104059,1.0289411028719423e-07
하계도,1007218.9133010018,1622654.7233011643,GR2_G1E43,1507,1,1728.7653302052213,3.346014094444322e-07
하계도,1007218.9133010018,1622654.7233011643,GR2_G1E44,1508,2,2387.7983386356177,1.7538992098828505e-07
하계도,1007218.9133010018,1622654.7233011643,GR2_G1E42,1444,3,4061.819741643847,6.061200934928188e-08
살피도,1006076.8032610172,1624354.6400730773,GR2_G1E43,1507,1,3152.4988383082205,1.0062133750839435e-07
살피도,1006076.8032610172,1624354.6400730773,GR2_F2P22,1824,2,3773.0940238806925,7.024326888317193e-08
살피도,1006076.8032610172,1624354.6400730773,GR2_G1E42,1444,3,4116.6741989979155,5.900746797446575e-08
상계도,1007833.3813532626,1624420.9306433038,GR2_G1E44,1508,1,3458.765547232839,8.359065245384e-08
상계도,1007833.3813532626,1624420.9306433038,GR2_G1E43,1507,2,3571.947528142776,7.837721454657152e-08
상계도,1007833.3813532626,1624420.9306433038,GR2_F2P23,1887,3,3919.356880884279,6.50984054589069e-08
서끝섬,1007609.0242671989,1624128.1669796226,GR2_G1E43,1507,1,3211.417953487991,9.696305626276674e-08
서끝섬,1007609.0242671989,1624128.1669796226,GR2_G1E44,1508,2,3285.8634999557826,9.261917823870797e-08
서끝섬,1007609.0242671989,1624128.1669796226,GR2_F2P22,1824,3,4213.971170054247,5.631406210328108e-08
낭도,1004208.5648869151,1623741.1419825102,GR2_G1E42,1444,1,2653.0984906143253,1.42066994628154e-07
낭도,1004208.5648869151,1623741.1419825102,GR2_G1E43,1507,2,3267.182287029908,9.368136876562895e-08
낭도,1004208.5648869151,1623741.1419825102,GR2_G1E41,1443,3,4429.91730334798,5.095757353757618e-08
오도,1003641.870370726,1626990.5640666855,GR2_F2P21,1823,1,1152.1432311170258,7.533325406969621e-07
오도,1003641.870370726,1626990.5640666855,GR2_F2P22,1824,2,2859.4310385840963,1.223040089397144e-07
오도,1003641.870370726,1626990.5640666855,GR2_F2P14,1886,3,3268.253876248966,9.36199466841812e-08
소당도,1001623.4079854123,1627330.4089197987,GR2_F2P14,1886,1,1312.7515029693159,5.802761215154404e-07
소당도,1001623.4079854123,1627330.4089197987,GR2_F2P21,1823,2,1964.302142361368,2.5916915146883697e-07
소당도,1001623.4079854123,1627330.4089197987,GR2_F2P13,1885,3,3973.727416387533,6.332917450322472e-08
새알다랭이딴여,1009737.9518037477,1560739.8919858602,GR2_G2F31,1461,1,1844.4911592140772,2.9393189624207665e-07
새알다랭이딴여,1009737.9518037477,1560739.8919858602,GR2_G2F32,1462,2,2901.784920207707,1.1875981420731526e-07
새알다랭이딴여,1009737.9518037477,1560739.8919858602,GR2_G2F24,1400,3,3850.123125009139,6.746068305400933e-08
상과도,1002312.7244929805,1625835.6304999064,GR2_F2P21,1823,1,2540.4704489554397,1.5494288482791027e-07
상과도,1002312.7244929805,1625835.6304999064,GR2_F2P14,1886,2,2870.672191664539,1.2134803348076446e-07
상과도,1002312.7244929805,1625835.6304999064,GR2_F2P22,1824,3,4568.611332418594,4.7910593833788056e-08
오도,1002567.8483480392,1625680.4395127138,GR2_F2P21,1823,1,2585.90958655759,1.495454702300012e-07
오도,1002567.8483480392,1625680.4395127138,GR2_F2P14,1886,2,3150.5142484344724,1.0074814535448795e-07
오도,1002567.8483480392,1625680.4395127138,GR2_F2P22,1824,3,4433.212935964214,5.0881838393215035e-08
하과도,1003024.0370154278,1625555.2287081212,GR2_F2P21,1823,1,2596.771669105215,1.4829701415119458e-07
하과도,1003024.0370154278,1625555.2287081212,GR2_F2P14,1886,2,3546.6364235674228,7.949990792181365e-08
하과도,1003024.0370154278,1625555.2287081212,GR2_F2P22,1824,3,4136.821942420826,5.8434094415763034e-08
등대섬,1002447.2588159086,1625146.26023643,GR2_F2P21,1823,1,3130.5776922502087,1.020354262820789e-07
등대섬,1002447.2588159086,1625146.26023643,GR2_F2P14,1886,2,3514.5756700237303,8.095695564278465e-08
등대섬,1002447.2588159086,1625146.26023643,GR2_G1E42,1444,3,4058.8159784651416,6.070175546286512e-08
머금섬,1003568.112638583,1624809.851182872,GR2_F2P21,1823,1,3314.814041142525,9.100842969317174e-08
머금섬,1003568.112638583,1624809.851182872,GR2_G1E42,1444,2,3606.0208527171612,7.690303841530289e-08
머금섬,1003568.112638583,1624809.851182872,GR2_F2P22,1824,3,4273.554054206497,5.475472135349252e-08
적금도,1001281.2151505611,1626049.6488729753,GR2_F2P14,1886,1,2188.157420319645,2.0885399345534008e-07
적금도,1001281.2151505611,1626049.6488729753,GR2_F2P21,1823,2,2978.69619148793,1.1270612822288553e-07
적금도,1001281.2151505611,1626049.6488729753,GR2_F2P13,1885,3,4111.938835940827,5.9143453781388434e-08
죽도,997122.2088034728,1639020.8283196755,GR2_F2M33,2001,1,2992.750165726929,1.1165007636806068e-07
죽도,997122.2088034728,1639020.8283196755,GR2_F2M32,1938,2,3683.8145874345582,7.36893017572752e-08
죽도,997122.2088034728,1639020.8283196755,GR2_F2N43,2007,3,4031.2004850637795,6.153627141227851e-08
매물섬,999571.5319512135,1639895.3097477476,GR2_F2M34,2002,1,2286.7533271584543,1.9123231286879793e-07
