도서명,island_lon,island_lat,grid_no,gid,rank_nn,dist_m_est,weight_inv_dist2
조발도,1005418.9862085104,1626760.8720007883,GR2_F2P22,1824,1,1604.7399296039857,3.8832067452718143e-07
조발도,1005418.9862085104,1626760.8720007883,GR2_F2P21,1823,2,2416.9026272842752,1.7119127167036947e-07
조발도,1005418.9862085104,1626760.8720007883,GR2_F2P23,1887,3,3938.5709619648637,6.446479749227503e-08
만월도,1002081.0675189146,1629119.3933426547,GR2_F2P21,1823,1,1671.0649368120983,3.581073139294783e-07
만월도,1002081.0675189146,1629119.3933426547,GR2_F2P14,1886,2,1806.8251150636495,3.063145522983531e-07
만월도,1002081.0675189146,1629119.3933426547,GR2_F2P22,1824,3,4303.432005003825,5.399705644921063e-08
고도보찰여,1007742.0766377966,1563257.5403796942,GR2_G1P33,2029,1,2999.757230843369,1.1112908384500998e-07
고도보찰여,1007742.0766377966,1563257.5403796942,GR2_G1P34,2030,2,3001.8072034667252,1.1097735273697582e-07
고도보찰여,1007742.0766377966,1563257.5403796942,GR2_G2F24,1400,3,4510.519401314177,4.915264219279054e-08
높은날섬,1007629.958811673,1563017.1903418368,GR2_G1P33,2029,1,3164.578183723879,9.985465076251472e-08
높은날섬,1007629.958811673,1563017.1903418368,GR2_G1P34,2030,2,3266.5675653087665,9.371663109179715e-08
높은날섬,1007629.958811673,1563017.1903418368,GR2_G2F24,1400,3,4247.144784934308,5.5437781609860866e-08
물개바위,1007479.9720880869,1563006.9280754642,GR2_G1P33,2029,1,3114.4938107126172,1.030920108787079e-07
물개바위,1007479.9720880869,1563006.9280754642,GR2_G1P34,2030,2,3348.955917197627,8.916226645824478e-08
물개바위,1007479.9720880869,1563006.9280754642,GR2_G2F24,1400,3,4193.23666531506,5.687235683758884e-08
사람바위,1007636.9000025142,1562801.2477821175,GR2_G1P33,2029,1,3364.7628814594186,8.832650228417087e-08
사람바위,1007636.9000025142,1562801.2477821175,GR2_G1P34,2030,2,3455.253696205873,8.376065853912197e-08
사람바위,1007636.9000025142,1562801.2477821175,GR2_G2F24,1400,3,4044.64639812643,6.112781247083182e-08
소두역서,1003947.8001592332,1584964.8523727253,GR2_G1L42,1712,1,1745.885024615904,3.280715555917152e-07
소두역서,1003947.8001592332,1584964.8523727253,GR2_G1L43,1775,2,2881.6371122940723,1.204263074866028e-07
소두역서,1003947.8001592332,1584964.8523727253,GR2_G1L41,1711,3,3760.5152591300266,7.071397632039352e-08
오동도,1024367.0953182824,1638945.692784473,GR2_F2N14,1878,1,3213.337911433419,9.684722072916828e-08
오동도,1024367.0953182824,1638945.692784473,GR2_F2N21,1815,2,3526.526723500582,8.040917507141438e-08
오동도,1024367.0953182824,1638945.692784473,GR2_F2O24,1884,3,4017.6046458291553,6.195346170003152e-08
장군도,1021593.9428125294,1637657.0164657834,GR2_F2O23,1883,1,2826.2470343617247,1.2519290192994518e-07
장군도,1021593.9428125294,1637657.0164657834,GR2_F2O24,1884,2,3117.883531495568,1.0286797227558647e-07
장군도,1021593.9428125294,1637657.0164657834,GR2_F2N13,1877,3,4460.744081117823,5.0255704145512235e-08
능초도,1018020.783953589,1636097.428027043,GR2_F2O22,1820,1,1112.5912068602715,8.078456720590183e-07
능초도,1018020.783953589,1636097.428027043,GR2_F2O23,1883,2,2672.3821466495556,1.4002410833126369e-07
능초도,1018020.783953589,1636097.428027043,GR2_F2O21,1819,3,3392.5040172891872,8.688788403314757e-08
조도,1017338.837170709,1635242.1796860797,GR2_F2O22,1820,1,354.9894454292898,7.935342425771336e-06
조도,1017338.837170709,1635242.1796860797,GR2_F2O21,1819,2,2551.4224481806687,1.5361555305326417e-07
조도,1017338.837170709,1635242.1796860797,GR2_F2O23,1883,3,3149.4085148219865,1.0081890159643891e-07
돈반여,1024356.51002563,1643862.5466929565,GR2_F2N14,1878,1,2154.2190282543093,2.1548656140150884e-07
돈반여,1024356.51002563,1643862.5466929565,GR2_F2N21,1815,2,2595.4755794479097,1.4844515978567073e-07
돈반여,1024356.51002563,1643862.5466929565,GR2_F2N13,1877,3,4323.672375466839,5.3492687878276086e-08
야도,1019360.9187949012,1636243.7201845555,GR2_F2O23,1883,1,1632.1604160338168,3.753826147830193e-07
야도,1019360.9187949012,1636243.7201845555,GR2_F2O22,1820,2,2093.9469547362587,2.2807020328620732e-07
야도,1019360.9187949012,1636243.7201845555,GR2_F2O24,1884,3,4137.399639325433,5.8417777482561995e-08
가장도,1019284.7231773825,1635592.3827151912,GR2_F2O23,1883,1,1311.7869230808762,5.8112980915061e-07
가장도,1019284.7231773825,1635592.3827151912,GR2_F2O22,1820,2,1732.1619682216237,3.3329044061413197e-07
가장도,1019284.7231773825,1635592.3827151912,GR2_F2O24,1884,3,4076.4105553275003,6.017888529098564e-08
풍락도,1018981.6796937635,1635355.982355922,GR2_F2O22,1820,1,1376.694529412322,5.276240674184187e-07
풍락도,1018981.6796937635,1635355.982355922,GR2_F2O23,1883,2,1530.4202960051782,4.269513405285095e-07
풍락도,1018981.6796937635,1635355.982355922,GR2_F2O21,1819,3,4198.175678159556,5.673861872096958e-08
노량도,1019203.7278069196,1635183.9632447213,GR2_F2O23,1883,1,1285.302131802156,6.053259348082123e-07
노량도,1019203.7278069196,1635183.9632447213,GR2_F2O22,1820,2,1570.3798474159175,4.0549956922708154e-07
노량도,1019203.7278069196,1635183.9632447213,GR2_F2O24,1884,3,4124.871623116106,5.877316804211508e-08
암목도,1017984.4182371392,1635013.0794430801,GR2_F2O22,1820,1,347.78761504417514,8.2673854209821e-06
암목도,1017984.4182371392,1635013.0794430801,GR2_F2O23,1883,2,2498.865993926298,1.6014522595318087e-07
암목도,1017984.4182371392,1635013.0794430801,GR2_F2O21,1819,3,3189.745528029363,9.828514503071619e-08
소경도,1018933.7897538147,1634768.4860520042,GR2_F2O22,1820,1,1325.6922939881072,5.690026503033059e-07
소경도,1018933.7897538147,1634768.4860520042,GR2_F2O23,1883,2,1575.9664257239515,4.026297885412811e-07
소경도,1018933.7897538147,1634768.4860520042,GR2_F2O21,1819,3,4148.321493550486,5.81105734730856e-08
고서,1017919.0056785804,1633510.0668254858,GR2_F2O22,1820,1,1567.6088902531287,4.069343844552892e-07
고서,1017919.0056785804,1633510.0668254858,GR2_F2O23,1883,2,2995.0835964621074,1.1147617390725661e-07
고서,1017919.0056785804,1633510.0668254858,GR2_F2O21,1819,3,3481.9253113717305,8.248235685044084e-08
초도,1019494.6771907214,1633181.399244564,GR2_F2O23,1883,1,2121.174834604552,2.2225266199819195e-07
초도,1019494.6771907214,1633181.399244564,GR2_F2O22,1820,2,2635.3057303613937,1.4399185436402555e-07
초도,1019494.6771907214,1633181.399244564,GR2_F2O24,1884,3,4270.140430772707,5.4842300065728055e-08
부도,1019240.8569245165,1632790.830655328,GR2_F2O23,1883,1,2585.36968643769,1.4960793559890902e-07
부도,1019240.8569245165,1632790.830655328,GR2_F2O22,1820,2,2771.508610476936,1.3018695795793283e-07
부도,1019240.8569245165,1632790.830655328,GR2_F2O24,1884,3,4676.309429382139,4.572918897858044e-08
부서,1019238.5021027629,1632517.9611721388,GR2_F2O23,1883,1,2828.7645620687945,1.2497016419159986e-07
부서,1019238.5021027629,1632517.9611721388,GR2_F2O22,1820,2,2997.0698215215893,1.113284673873745e-07
부서,1019238.5021027629,1632517.9611721388,GR2_F2P33,2013,3,4552.204214322699,4.8256576257616075e-08
송도,1021595.7959607522,1635610.9135186693,GR2_F2O23,1883,1,1242.5572647342585,6.476895543773899e-07
송도,1021595.7959607522,1635610.9135186693,GR2_F2O24,1884,2,1815.103584198221,3.0352679732297456e-07
송도,1021595.7959607522,1635610.9135186693,GR2_F2O22,1820,3,3996.1471356211464,6.262057227392005e-08
노도,1022170.7963795182,1635058.306919022,GR2_F2O24,1884,1,1156.109558972407,7.481724136124853e-07
노도,1022170.7963795182,1635058.306919022,GR2_F2O23,1883,2,1687.9217917703231,3.509903750465603e-07
노도,1022170.7963795182,1635058.306919022,GR2_F2O31,1945,3,4000.1295762169684,6.249594703422537e-08
넓섬,1022160.1406591592,1631695.8550745468,GR2_F2O24,1884,1,3565.53073947591,7.865957505554863e-08
넓섬,1022160.1406591592,1631695.8550745468,GR2_F2P34,2014,2,3738.1110487266396,7.156415886417575e-08
넓섬,1022160.1406591592,1631695.8550745468,GR2_F2O23,1883,3,3757.5819902560797,7.082442184176544e-08
대경도,1020722.4675046527,1634862.5729736127,GR2_F2O23,1883,1,309.3920546393216,1.0446652534179837e-05
대경도,1020722.4675046527,1634862.5729736127,GR2_F2O24,1884,2,2612.2801187717328,1.4654143702782692e-07
대경도,1020722.4675046527,1634862.5729736127,GR2_F2O22,1820,3,3089.442162196578,1.0477069291851018e-07
가덕도,1014444.344490321,1638517.1022319242,GR2_F2N11,1813,1,3461.8666426166556,8.344096069071765e-08
가덕도,1014444.344490321,1638517.1022319242,GR2_F2O21,1819,2,3487.3262422565836,8.222706871535223e-08
가덕도,1014444.344490321,1638517.1022319242,GR2_F2M44,2004,3,4254.788851869675,5.523876378013892e-08
두력도,1015763.2221708675,1638204.6950497301,GR2_F2O21,1819,1,3302.425670514292,9.169250912909859e-08
두력도,1015763.2221708675,1638204.6950497301,GR2_F2O22,1820,2,3668.0704388035174,7.432324001641568e-08
두력도,1015763.2221708675,1638204.6950497301,GR2_F2N11,1813,3,3883.156244964014,6.631781980165437e-08
장도,1015036.3731666435,1638777.0547099728,GR2_F2N11,1813,1,3195.2389747234038,9.794748013527936e-08
장도,1015036.3731666435,1638777.0547099728,GR2_F2O21,1819,2,3737.430470451723,7.159022460277559e-08
장도,1015036.3731666435,1638777.0547099728,GR2_F2N12,1814,3,4108.75364138266,5.923518788465378e-08
일간도,1013253.4376304394,1650710.7223363325,GR2_F2L34,1758,1,2262.912630611607,1.9528295682454328e-07
일간도,1013253.4376304394,1650710.7223363325,GR2_F2L41,1695,2,2381.1017622910404,1.7637783624454673e-07
일간도,1013253.4376304394,1650710.7223363325,GR2_F2L33,1757,3,4549.3765769630045,4.8316582060371215e-08
이간도,1013287.826254502,1650390.6878932507,GR2_F2L34,1758,1,2034.4499066160931,2.416049864168671e-07
이간도,1013287.826254502,1650390.6878932507,GR2_F2L41,1695,2,2120.187694246304,2.2245966781964433e-07
이간도,1013287.826254502,1650390.6878932507,GR2_F2L33,1757,3,4461.86792485227,5.0230390781972015e-08
삼간도,1013307.9650213954,1649816.843319864,GR2_F2L34,1758,1,1667.7903783377778,3.5951491781469653e-07
삼간도,1013307.9650213954,1649816.843319864,GR2_F2L41,1695,2,1740.144182713383,3.302397817264652e-07
삼간도,1013307.9650213954,1649816.843319864,GR2_F2L33,1757,3,4319.889485757952,5.358641505782615e-08
쥐섬,1017553.710033195,1651745.8790049967,GR2_F2L42,1696,1,2864.2482155352845,1.2189296596892948e-07
쥐섬,1017553.710033195,1651745.8790049967,GR2_F2L41,1695,2,3995.4596582226873,6.26421237011971e-08
쥐섬,1017553.710033195,1651745.8790049967,GR2_F2K32,1690,3,4051.6071892418236,6.091795382528919e-08
새섬,1020191.9215347316,1651821.72021222,GR2_F2L43,1759,1,2945.109658749723,1.1529142574120133e-07
새섬,1020191.9215347316,1651821.72021222,GR2_F2L42,1696,2,3910.8554864907615,6.538173410824426e-08
새섬,1020191.9215347316,1651821.72021222,GR2_F2K33,1753,3,3988.9242085634046,6.284755743448619e-08
서치도,1017021.2141143681,1652604.155011856,GR2_F2K32,1690,1,3244.9419808432194,9.496992315746977e-08
서치도,1017021.2141143681,1652604.155011856,GR2_F2L42,1696,2,3768.5750693877885,7.041182937222004e-08
서치도,1017021.2141143681,1652604.155011856,GR2_F2K31,1689,3,3907.7061765488224,6.548716184266219e-08
황도,1018094.7658874884,1653210.5434589055,GR2_F2K32,1690,1,2633.758609173859,1.4416107127432013e-07
황도,1018094.7658874884,1653210.5434589055,GR2_F2K33,1753,2,3493.698542525469,8.192738763380497e-08
황도,1018094.7658874884,1653210.5434589055,GR2_F2K31,1689,3,4216.145988945294,5.6255980010360256e-08
황도,1018449.3757090268,1652962.8907804696,GR2_F2K32,1690,1,2959.1434495536105,1.1420047563754478e-07
황도,1018449.3757090268,1652962.8907804696,GR2_F2K33,1753,2,3466.4420917778784,8.322083419153247e-08
황도,1018449.3757090268,1652962.8907804696,GR2_F2L42,1696,3,4165.620854492726,5.762892218366884e-08
소당도,1019484.6745303895,1652511.929176107,GR2_F2K33,1753,1,3426.1146446500447,8.519148341030639e-08
소당도,1019484.6745303895,1652511.929176107,GR2_F2L43,1759,2,3750.712365331008,7.108409663985887e-08
소당도,1019484.6745303895,1652511.929176107,GR2_F2K32,1690,3,3787.9758612856117,6.969242302861279e-08
목도,1019988.885787464,1652197.5595904975,GR2_F2L43,1759,1,3341.6935476650683,8.955023314934738e-08
목도,1019988.885787464,1652197.5595904975,GR2_F2K33,1753,2,3633.2673266736406,7.575394606995214e-08
목도,1019988.885787464,1652197.5595904975,GR2_F2L42,1696,3,4079.1334910644414,6.009856993173868e-08
송도,1020942.5959839878,1652625.6225986863,GR2_F2K33,1753,1,3217.5353885955988,9.659469900219757e-08
송도,1020942.5959839878,1652625.6225986863,GR2_F2L43,1759,2,3769.548922957665,7.037545263302776e-08
송도,1020942.5959839878,1652625.6225986863,GR2_F2K34,1754,3,3946.6762385834063,6.420028709551973e-08
묘도,1020236.7992541152,1654411.3464592556,GR2_F2K33,1753,1,1406.059050216421,5.058161132511004e-07
묘도,1020236.7992541152,1654411.3464592556,GR2_F2K32,1690,2,2979.6561308914424,1.1263352010375719e-07
묘도,1020236.7992541152,1654411.3464592556,GR2_F2K34,1754,3,3343.9562884594598,8.94290830061862e-08
백도,1025322.3512510852,1647540.1093660526,GR2_F2M11,1809,1,1584.630016597429,3.982392584740785e-07
백도,1025322.3512510852,1647540.1093660526,GR2_F2L44,1760,2,2441.0056074363483,1.6782720928589554e-07
백도,1025322.3512510852,1647540.1093660526,GR2_F2M12,1810,3,3897.9958800173795,6.581383831080333e-08
상중도,1019106.4727650268,1624620.095419475,GR2_G1F24,1384,1,3671.61383780749,7.417985358930948e-08
상중도,1019106.4727650268,1624620.095419475,GR2_G1F23,1383,2,3690.2149103384268,7.343390942940651e-08
상중도,1019106.4727650268,1624620.095419475,GR2_F2P33,2013,3,3788.3502841282425,6.967864756338965e-08
하증도,1019472.3030508012,1624416.3797668072,GR2_G1F24,1384,1,3353.333664485457,8.892961734639611e-08
하증도,1019472.3030508012,1624416.3797668072,GR2_G1F23,1383,2,3669.2450560185507,7.427566217644631e-08
하증도,1019472.3030508012,1624416.3797668072,GR2_F2P33,2013,3,3865.7717122929416,6.691562879943043e-08
장구섬,1019658.5083899817,1623463.8715907917,GR2_G1F24,1384,1,2393.039193717153,1.7462253993981216e-07
장구섬,1019658.5083899817,1623463.8715907917,GR2_G1F23,1383,2,2999.1143062615597,1.1117673475970213e-07
장구섬,1019658.5083899817,1623463.8715907917,GR2_G1F31,1445,3,4322.04388204311,5.353300625523062e-08
송도,1019661.529264608,1623871.6787950015,GR2_G1F24,1384,1,2776.82123856925,1.2968928589229962e-07
송도,1019661.529264608,1623871.6787950015,GR2_G1F23,1383,2,3316.7431799528845,9.090259284662212e-08
송도,1019661.529264608,1623871.6787950015,GR2_F2P33,2013,3,4353.021531532423,5.2773797515562265e-08
밤섬,1027326.2830209922,1623905.7642762254,GR2_G1F32,1446,1,2887.0667605483127,1.1997376682605627e-07
밤섬,1027326.2830209922,1623905.7642762254,GR2_G1F33,1509,2,3169.2811931712026,9.955851491997493e-08
밤섬,1027326.2830209922,1623905.7642762254,GR2_F2P41,1951,3,4401.223559232579,5.1624174432810194e-08
여초,1018217.5871219281,1632644.9686229536,GR2_F2O22,1820,1,2476.0540431569343,1.6310966289734191e-07
여초,1018217.5871219281,1632644.9686229536,GR2_F2O23,1883,2,3309.956813846229,9.127572800406323e-08
여초,1018217.5871219281,1632644.9686229536,GR2_F2O21,1819,3,4181.73710539599,5.7185578957480754e-08
소죽도,1018820.5354531166,1632486.0517987732,GR2_F2O22,1820,1,2825.3671391914027,1.2527089092281104e-07
소죽도,1018820.5354531166,1632486.0517987732,GR2_F2O23,1883,2,3062.671787775542,1.066102686446553e-07
소죽도,1018820.5354531166,1632486.0517987732,GR2_F2P32,1950,3,4502.647606601555,4.9324655524251044e-08
까막섬,1016702.562331933,1631296.0600022473,GR2_F2P32,1950,1,3298.051490370169,9.193589252770418e-08
까막섬,1016702.562331933,1631296.0600022473,GR2_F2P31,1949,2,3688.3988207043863,7.350624183749706e-08
까막섬,1016702.562331933,1631296.0600022473,GR2_F2O22,1820,3,3871.3128880997724,6.672420749885993e-08
금죽도,1018482.9084360406,1631523.1478135642,GR2_F2P32,1950,1,3485.9480218096624,8.229210090751598e-08
금죽도,1018482.9084360406,1631523.1478135642,GR2_F2O22,1820,2,3628.81816973033,7.593981803735172e-08
금죽도,1018482.9084360406,1631523.1478135642,GR2_F2P33,2013,3,3934.8883591275453,6.458551721688207e-08
취도,1019294.2657325671,1630657.5043437039,GR2_F2P33,2013,1,2787.4004356952023,1.2870671827019252e-07
취도,1019294.2657325671,1630657.5043437039,GR2_F2P32,1950,2,3007.7212815412363,1.1054135263882143e-07
취도,1019294.2657325671,1630657.5043437039,GR2_F2O23,1883,3,4558.509565051485,4.8123171168831783e-08
정개도,1019060.8536888926,1628735.510192607,GR2_F2P32,1950,1,1530.3735634833768,4.269774162650849e-07
정개도,1019060.8536888926,1628735.510192607,GR2_F2P33,2013,2,1554.5099977917823,4.1382124330972643e-07
정개도,1019060.8536888926,1628735.510192607,GR2_F2P31,1949,3,4297.397890621977,5.414880090285589e-08
항대도,1019582.1164355417,1627623.4171641588,GR2_F2P33,2013,1,1053.465598917994,9.010707502178519e-07
항대도,1019582.1164355417,1627623.4171641588,GR2_F2P32,1950,2,1997.3563930244932,2.5066215159892177e-07
항대도,1019582.1164355417,1627623.4171641588,GR2_F2P34,2014,3,3798.974091364586,6.928948070126427e-08
백도,1018984.6066355994,1626859.7150793227,GR2_F2P32,1950,1,1846.2718466033295,2.9336518851232793e-07
백도,1018984.6066355994,1626859.7150793227,GR2_F2P33,2013,2,1984.754674610522,2.538552928186617e-07
백도,1018984.6066355994,1626859.7150793227,GR2_F2P31,1949,3,4368.2402235190475,5.2406716482550034e-08
독도,1019134.5575105861,1626862.9695615992,GR2_F2P33,2013,1,1870.6820093687882,2.857590127005802e-07
독도,1019134.5575105861,1626862.9695615992,GR2_F2P32,1950,2,1955.126854783847,2.6160738779616584e-07
독도,1019134.5575105861,1626862.9695615992,GR2_F2P34,2014,3,4402.2465211251965,5.160018512441765e-08
서근도,1019423.8409676285,1626947.4972190151,GR2_F2P33,2013,1,1607.736677695624,3.868744000651619e-07
서근도,1019423.8409676285,1626947.4972190151,GR2_F2P32,1950,2,2134.3768240926393,2.1951171945068794e-07
서근도,1019423.8409676285,1626947.4972190151,GR2_F2P34,2014,3,4100.891804200786,5.946252564061721e-08
샛섬,1021248.3539930494,1630243.010593948,GR2_F2P33,2013,1,2229.4605655663904,2.011871889673112e-07
샛섬,1021248.3539930494,1630243.010593948,GR2_F2P34,2014,2,2961.8931104504327,1.13988539028995e-07
샛섬,1021248.3539930494,1630243.010593948,GR2_F2P32,1950,3,4167.209220177334,5.758499909388658e-08
경도,1021299.6922516236,1629912.9101567655,GR2_F2P33,2013,1,1942.430903029621,2.6503835490446465e-07
경도,1021299.6922516236,1629912.9101567655,GR2_F2P34,2014,2,2699.5521921280856,1.372197057354159e-07
경도,1021299.6922516236,1629912.9101567655,GR2_F2P32,1950,3,4056.664528126211,6.076615883391198e-08
볼무섬,1029155.5555328962,1629181.346012554,GR2_F2P42,1952,1,1021.8558313915696,9.576798037198351e-07
볼무섬,1029155.5555328962,1629181.346012554,GR2_F2P43,2015,2,2906.733039095971,1.1835582977810435e-07
볼무섬,1029155.5555328962,1629181.346012554,GR2_F2P41,1951,3,3136.68780369445,1.0163829365117663e-07
복개도,1005576.0441063878,1643932.7911262028,GR2_F2M42,1940,1,2094.438582907555,2.279631459079935e-07
복개도,1005576.0441063878,1643932.7911262028,GR2_F2M41,1939,2,2931.2040080161696,1.1638790685171213e-07
복개도,1005576.0441063878,1643932.7911262028,GR2_F2M43,2003,3,4041.0814992627684,6.12357096137702e-08
장구도,1005413.707175124,1643650.7181722147,GR2_F2M42,1940,1,1896.548436667361,2.7801741545855006e-07
장구도,1005413.707175124,1643650.7181722147,GR2_F2M41,1939,2,2622.7192650022726,1.4537720809942603e-07
장구도,1005413.707175124,1643650.7181722147,GR2_F2M43,2003,3,4057.6572181186953,6.073643006576575e-08
모개도,1005238.6186099508,1643013.8574573412,GR2_F2M42,1940,1,1471.676175053721,4.6171637913889046e-07
모개도,1005238.6186099508,1643013.8574573412,GR2_F2M41,1939,2,2109.627826929207,2.2469231132924703e-07
모개도,1005238.6186099508,1643013.8574573412,GR2_F2M43,2003,3,4003.9602512491606,6.237642180739427e-08
새섬,1005468.4264800895,1642014.6823378426,GR2_F2M42,1940,1,792.1548116984479,1.593599478028053e-06
새섬,1005468.4264800895,1642014.6823378426,GR2_F2M41,1939,2,2053.140677728705,2.3722610701501906e-07
새섬,1005468.4264800895,1642014.6823378426,GR2_F2M43,2003,3,3632.072811039255,7.580378215576049e-08
달천도,1005840.7586150566,1641156.73890098,GR2_F2M42,1940,1,898.6081224943229,1.2383938382533933e-06
달천도,1005840.7586150566,1641156.73890098,GR2_F2M41,1939,2,2551.2830075852917,1.5363234525247137e-07
달천도,1005840.7586150566,1641156.73890098,GR2_F2M43,2003,3,3355.558995234108,8.881170425115099e-08
달섬,1010894.3017372087,1650880.390141542,GR2_F2L34,1758,1,2260.0750422885417,1.9577363114612454e-07
달섬,1010894.3017372087,1650880.390141542,GR2_F2L33,1757,2,2699.348526469039,1.3724041294827897e-07
달섬,1010894.3017372087,1650880.390141542,GR2_F2L41,1695,3,4365.092101673146,5.248233560335023e-08
큰방섬,1009920.6795049031,1654086.8462032713,GR2_F2K23,1627,1,1891.9062270562827,2.7938344316452535e-07
큰방섬,1009920.6795049031,1654086.8462032713,GR2_F2K24,1628,2,2628.1186956830315,1.4478047119622118e-07
큰방섬,1009920.6795049031,1654086.8462032713,GR2_F2K22,1564,3,4044.5523912872045,6.113065407025426e-08
송도,1011051.7461772284,1653998.2566090496,GR2_F2K24,1628,1,1990.9994141366844,2.522653639636438e-07
송도,1011051.7461772284,1653998.2566090496,GR2_F2K23,1627,2,2656.0877452983113,1.4174740021871336e-07
송도,1011051.7461772284,1653998.2566090496,GR2_F2K31,1689,3,4120.7205455909625,5.889163996687372e-08
칼섬,1012013.5724110929,1653444.7107338852,GR2_F2K24,1628,1,2345.0820988072137,1.8183765331988475e-07
칼섬,1012013.5724110929,1653444.7107338852,GR2_F2K31,1689,2,3614.0997641317335,7.655960662707701e-08
칼섬,1012013.5724110929,1653444.7107338852,GR2_F2K23,1627,3,3747.673603638114,7.119941894968011e-08
낭도,1012780.2835663591,1653652.804106973,GR2_F2K24,1628,1,2300.611593308477,1.88935388080572e-07
낭도,1012780.2835663591,1653652.804106973,GR2_F2K31,1689,2,2915.849478484273,1.1761690487703463e-07
낭도,1012780.2835663591,1653652.804106973,GR2_F2K23,1627,3,4265.095024510019,5.4972128512654646e-08
우잔도,1010035.9090564866,1652938.7685426346,GR2_F2K23,1627,1,3000.295110017605,1.1108924199411565e-07
우잔도,1010035.9090564866,1652938.7685426346,GR2_F2K24,1628,2,3418.040667570475,8.559443146234336e-08
우잔도,1010035.9090564866,1652938.7685426346,GR2_F2L33,1757,3,4176.7281607176255,5.732282089915568e-08
소륵도,1010069.9856616304,1652756.6758014632,GR2_F2K23,1627,1,3183.9125793719213,9.864559292077432e-08
소륵도,1010069.9856616304,1652756.6758014632,GR2_F2K24,1628,2,3553.3542386447625,7.919959404289149e-08
소륵도,1010069.9856616304,1652756.6758014632,GR2_F2L33,1757,3,4007.715015641699,6.225959761265238e-08
거북섬,1010465.7506357582,1652943.6308678074,GR2_F2K23,1627,1,3158.3615945651095,1.002481245136875e-07
거북섬,1010465.7506357582,1652943.6308678074,GR2_F2K24,1628,2,3196.4076863157334,9.787586760766855e-08
거북섬,1010465.7506357582,1652943.6308678074,GR2_F2L33,1757,3,4298.823409683172,5.4112894638323654e-08
중륵도,1010535.0159423492,1652802.345215655,GR2_F2K24,1628,1,3292.953751817638,9.222076009653909e-08
중륵도,1010535.0159423492,1652802.345215655,GR2_F2K23,1627,2,3315.711440414782,9.095917339299182e-08
중륵도,1010535.0159423492,1652802.345215655,GR2_F2L34,1758,3,4170.50858010738,5.749392220461839e-08
대륵도,1011056.7631193851,1652595.8388849115,GR2_F2K24,1628,1,3307.911764469097,9.138862161632067e-08
대륵도,1011056.7631193851,1652595.8388849115,GR2_F2K23,1627,2,3748.644867513651,7.116252857335767e-08
대륵도,1011056.7631193851,1652595.8388849115,GR2_F2L34,1758,3,3824.4610077545854,6.836904214296924e-08
교도,1012514.1489829086,1651793.9275820956,GR2_F2L34,1758,1,2978.119952094292,1.1274974767939706e-07
교도,1012514.1489829086,1651793.9275820956,GR2_F2L41,1695,2,3688.8853305268726,7.348685432900758e-08
교도,1012514.1489829086,1651793.9275820956,GR2_F2K24,1628,3,4037.529541473316,6.134349944630384e-08
마물도,1013517.4085448302,1634617.3967544907,GR2_F2O21,1819,1,1347.890971112252,5.504149641694644e-07
마물도,1013517.4085448302,1634617.3967544907,GR2_F2O14,1882,2,1623.4225304677238,3.794343958433205e-07
마물도,1013517.4085448302,1634617.3967544907,GR2_F2O22,1820,3,4144.353878536371,5.822189154152701e-08
장재도,1012090.6673297259,1633132.1137768328,GR2_F2O14,1882,1,1916.3018270768139,2.7231530726379556e-07
장재도,1012090.6673297259,1633132.1137768328,GR2_F2O21,1819,2,3313.7749508430593,9.10655131074869e-08
장재도,1012090.6673297259,1633132.1137768328,GR2_F2O13,1881,3,3541.671406328112,7.97229636554082e-08
작은장재도,1012255.6622718934,1633145.2882358022,GR2_F2O14,1882,1,1922.3395647537538,2.706074030499963e-07
작은장재도,1012255.6622718934,1633145.2882358022,GR2_F2O21,1819,2,3172.6454541174444,9.93474839616036e-08
작은장재도,1012255.6622718934,1633145.2882358022,GR2_F2O13,1881,3,3674.9410167631836,7.404559407251097e-08
죽도,1011822.1126316995,1634409.8926447886,GR2_F2O14,1882,1,646.3660667683546,2.393546468676707e-06
죽도,1011822.1126316995,1634409.8926447886,GR2_F2O13,1881,2,2787.4318115586198,1.287038207921993e-07
죽도,1011822.1126316995,1634409.8926447886,GR2_F2O21,1819,3,3040.341233418845,1.0818207171539462e-07
자래섬,1005557.7437401365,1638230.3066045158,GR2_F2O12,1818,1,3269.5547887124653,9.35454612435817e-08
자래섬,1005557.7437401365,1638230.3066045158,GR2_F2M42,1940,2,3787.5493856946773,6.970811855389389e-08
자래섬,1005557.7437401365,1638230.3066045158,GR2_F2O11,1817,3,3844.1220540445756,6.767147361104947e-08
소운두도,1005871.7592462844,1637857.9108902365,GR2_F2O12,1818,1,2847.211328765011,1.2335607444754814e-07
소운두도,1005871.7592462844,1637857.9108902365,GR2_F2O11,1817,2,3738.83772425484,7.153634334002019e-08
소운두도,1005871.7592462844,1637857.9108902365,GR2_F2M42,1940,3,4112.812579218927,5.911832708184618e-08
오도,1007482.6314009818,1638573.6154188903,GR2_F2M42,1940,1,3593.949111434822,7.742052634263951e-08
오도,1007482.6314009818,1638573.6154188903,GR2_F2O12,1818,2,3740.4112582799758,7.147616750517141e-08
오도,1007482.6314009818,1638573.6154188903,GR2_F2M43,2003,3,3748.2053375176483,7.117921917312671e-08
대운두도,1005695.8104521846,1638860.3550691064,GR2_F2M42,1940,1,3142.894199696615,1.0123727181879326e-07
