번호,관련번호,상위번호,도서명,자료출처,지명유래,X좌표,Y좌표,유무인도,연육도현황,기타,도형정보
214,신월3,4.61E+18,조도,고시,새와 같이 생겼다 하여,263150.06,235296.23,0,,,POINT (263150.0632578141 235296.23138792138)
215,오천1,4.61E+18,돈반여,고시,"예전에 섬에 미역, 전",270127.9,243955.29,0,,,POINT (270127.90093156515 243955.2901691753)
216,경호1,4.61E+18,야도,고시,불무와 같이 생겼다 하,265168.04,236308.26,1,,,POINT (265168.0383431323 236308.2558702897)
217,경호3,4.61E+18,가장도,고시,섬이 길게 생기었다 하,265095.05,235656.26,0,,,POINT (265095.0482725937 235656.25808717433)
218,경호4,4.61E+18,풍락도,고시,큰 풍우에 떨어져 나갔,264793.05,235418.25,0,,,POINT (264793.0532690866 235418.25485682825)
219,경호5,4.61E+18,노량도,고시,섬이 누렇게 생긴 진흙,265016.05,235247.26,0,,,POINT (265016.05466503114 235247.258989165)
220,경호6,4.61E+18,암목도,고시,바위 위에 나무가 서 ,263797.06,235070.24,0,,,POINT (263797.0633384613 235070.24200907158)
221,경호7,4.61E+18,소경도,고시,대경도에 비해 규모가,264748.06,234830.26,1,,,POINT (264748.0621145573 234830.25715906994)
222,경호8,4.61E+18,고서,고시,북과 같이 생겼다 하여,263739.09,233566.25,0,,,POINT (263739.0856577464 233566.2487348467)
223,경호9,4.61E+18,초도,고시,대경도에서 제일 가까,265317.08,233245.27,0,,,POINT (265317.08251677983 233245.27346709435)
224,경호10,4.61E+18,부도,고시,장고와 같이 생겼다 하,265065.09,232853.27,0,,,POINT (265065.089511129 232853.2717405135)
225,경호11,4.61E+18,부서,행정,여수시 관내 행정지도,265064.09,232580.27,0,,,POINT (265064.09351527295 232580.27309475472)
226,경호12,4.61E+18,송도,고시,예전에 소나무가 많이,267407.04,235686.29,0,,,POINT (267407.0363197019 235686.29187892727)
227,경호13,4.61E+18,노도,고시,겨울철이 되면 풀이 희,267985.04,235136.3,0,,,POINT (267985.041527619 235136.30313287012)
228,경호14,4.61E+18,넓섬,수치,,267991.09,231772.32,0,,,POINT (267991.0908807622 231772.3200478984)
229,경호15,4.61E+18,대경도,고시,본 섬은 경호동 내에서,266537.05,234933.28,1,,,POINT (266537.0517010738 234933.2828867276)
230,소호1,4.61E+18,가덕도,수치,,260238.03,238558.17,0,,,POINT (260238.03009998938 238558.1721813663)
231,웅천1,4.61E+18,두력도,고시,"섬이 둥글다하여 원섬,",261559.03,238252.19,0,,,POINT (261559.02792713378 238252.19309347094)
232,웅천2,4.61E+18,장도,고시,길게 생긴 섬이라 하여,260829.02,238821.18,1,,,POINT (260829.02326740586 238821.17949884507)
233,중흥1,4.61E+18,일간도,고시,이웃한 세개의 섬중 북,258985.86,250751.09,0,,,POINT (258985.8575264951 250751.09093791235)
234,중흥2,4.61E+18,이간도,고시,이웃한 세개의 섬중 북,259021.86,250431.09,0,,,POINT (259021.862048054 250431.0931355629)
235,중흥3,4.61E+18,삼간도,고시,이웃한 세개의 섬중 북,259044.87,249857.1,1,,,POINT (259044.87037165204 249857.0964634741)
236,적량1,4.61E+18,쥐섬,고시,쥐의 형상처럼 생겨서,263282.82,251808.15,0,,,POINT (263282.81982023385 251808.14875677385)
237,월내2,4.61E+18,새섬,고시,"두루미, 백조,황새,갈",265921.8,251897.19,0,,,POINT (265921.8049581667 251897.1872741428)
238,묘도1,4.61E+18,서치도,고시,섬이 쥐 같이 생겼다 ,262745.81,252664.14,0,,,POINT (262745.8099529197 252664.13637899357)
239,묘도2,4.61E+18,황도,행정,여수시 관내 행정지도,263816.8,253276.15,0,,,POINT (263816.79539994785 253276.1490071012)
240,묘도3,4.61E+18,황도,고시,고양이섬(묘도)의 고양,264172.8,253030.16,0,,,POINT (264172.7972005118 253030.15554638737)
241,묘도4,4.61E+18,소당도,고시,섬 안에 집 같은 작은,265210.8,252584.17,0,,,POINT (265210.7984531544 252584.1732024852)
242,묘도5,4.61E+18,목도,고시,옛날부터 이 섬에 나무,265716.8,252272.18,0,,,POINT (265716.80046684167 252272.18230046792)
243,묘도6,4.61E+18,송도,고시,옛날부터 이 섬에 소나,266668.79,252705.19,0,,,POINT (266668.78918156953 252705.1941348997)
244,묘도7,4.61E+18,묘도,고시,섬의 모양이 고양이와,265953.77,254488.17,1,,,POINT (265953.76647730975 254488.1742975206)
245,신덕1,4.61E+18,백도,고시,갈매기가 석양이 되면,271075.84,247639.29,0,,,POINT (271075.8416944789 247639.28541384806)
246,군내1,4.61E+18,상중도,고시,시리(시루)와 같이 생,264971.21,224678.31,0,,,POINT (264971.2095188614 224678.31107083766)
247,군내2,4.61E+18,하증도,고시,섬의 모양이 시리(시루,265338.21,224476.32,0,,,POINT (265338.21067380474 224476.31742709392)
248,군내3,4.61E+18,장구섬,고시,송도의 남쪽에 있는 섬,265529.22,223524.32,0,,,POINT (265529.2236372541 223524.32491253823)
249,군내4,4.61E+18,송도,고시,예전부터 이 섬에 소나,265530.22,223932.32,1,,,POINT (265530.21767745836 223932.32291534916)
250,율림1,4.61E+18,밤섬,고시,섬의 모양이 밤처럼 생,273198.18,224004.43,0,,,POINT (273198.1793942341 224004.4347735835)
251,금봉1,4.61E+18,여초,고시,바닷물이 만조할 때는,264042.1,232702.26,0,,,POINT (264042.09680126666 232702.25751396804)
252,금봉2,4.61E+18,소죽도,행정,여수시 관내 행정지도,264646.1,232546.27,0,,,POINT (264646.09608683106 232546.2671420807)
253,금봉3,4.61E+18,까막섬,행정,여수시 관내 행정지도,262533.12,231345.24,0,,,POINT (262533.1241461209 231345.24224686774)
254,금봉4,4.61E+18,금죽도,고시,예전에 이 섬에 큰 대,264313.11,231581.27,1,,,POINT (264313.1118653016 231581.26710300538)
255,금봉5,4.61E+18,취도,고시,추나물이 많이 있다 하,265129.12,230719.28,0,,,POINT (265129.1204430506 230719.28336007538)
256,금봉6,4.61E+18,정개도,고시,섬의 모양이 솥뚜껑과,264905.15,228795.29,0,,,POINT (264905.14969571924 228795.28967960237)
257,금봉7,4.61E+18,항대도,고시,섬의 모양이 소의 모가,265432.16,227685.3,0,,,POINT (265432.1633322734 227685.3029069382)
258,금봉8,4.61E+18,백도,고시,섬의 빛이 흰빛을 띤다,264838.18,226918.3,0,,,POINT (264838.17745960434 226918.29803267214)
259,금봉9,4.61E+18,독도,고시,섬의 모양이 송아지가,264988.18,226922.3,0,,,POINT (264988.1766646535 226922.30020475597)
260,금봉10,4.61E+18,서근도,고시,금봉리의 서쪽에 있는,265277.17,227008.3,0,,,POINT (265277.17398924974 227008.30400177924)
261,평사1,4.61E+18,샛섬,수치,,267086.12,230314.31,0,,,POINT (267086.1167171602 230314.31404379872)
262,평사2,4.61E+18,경도,고시,줄기있는 풀이 많은 섬,267139.12,229984.32,0,,,POINT (267139.1212909035 229984.31646321452)
263,평사3,4.61E+18,볼무섬,고시,섬의 모양이 불무(불을,275002.09,229291.44,0,,,POINT (275002.0929774297 229291.43536348204)
264,사곡1,4.61E+18,복개도,고시,섬의 모양이 육지에서,251339,243932.01,0,,,POINT (251338.99687476113 243932.01436702086)
265,사곡2,4.61E+18,장구도,고시,섬의 생김이 장구(고전,251178,243649.01,0,,,POINT (251178.00183470827 243649.0134885796)
266,사곡3,4.61E+18,모개도,고시,섬의 모양이 모과(과일,251006.01,243011.01,0,,,POINT (251006.01203009402 243011.0142950787)
267,복산1,4.61E+18,새섬,현지,궁항과 섬달천 사이에,251240.89,242012.56,0,,,POINT (251240.88538926758 242012.56290529273)
268,복산2,4.61E+18,달천도,고시,옛날 사면이 바다로 되,251617.65,241156.11,1,연륙교,,POINT (251617.6459490102 241156.112838579)
269,신풍1,4.61E+18,달섬,고시,학서마을 남동쪽에 위,256624.87,250909.06,0,,,POINT (256624.8674057582 250909.05539769615)
270,여동2,4.61E+18,큰방섬,고시,율촌면 장도(기매립됨),255634.83,254112.02,0,,,POINT (255634.8254727745 254112.02403567528)
271,동백3,4.69E+18,안매도,고시,,206932.89,177024.61,0,,,POINT (206932.88760772708 177024.61215935252)
272,여동3,4.61E+18,송도,고시,섬의 형체가 누워있는,256766.82,254029.04,1,,,POINT (256766.8207990437 254029.04112433403)
273,여동4,4.61E+18,칼섬,고시,송도 밑에 조그만 섬으,257731.82,253480.06,0,,,POINT (257731.82386189216 253480.05820996704)
274,여동5,4.61E+18,낭도,고시,옛날 처녀가 계모의 모,258497.82,253692.07,0,,,POINT (258497.81676493504 253692.0683766824)
275,여동6,4.61E+18,우잔도,고시,소늑도 옆에 위치하고,255755.84,252964.03,0,,,POINT (255755.8417183574 252964.03185309237)
276,여동7,4.61E+18,소륵도,고시,섬의 암석이 미륵같이,255790.84,252782.03,1,,,POINT (255790.84421110537 252782.03332369926)
277,여동8,4.61E+18,거북섬,고시,소늑도 대늑도 사이에,256185.84,252971.04,0,,,POINT (256185.83937995645 252971.0381377794)
278,여동9,4.61E+18,중륵도,고시,소늑도와 대늑도 사이,256255.84,252830.04,0,,,POINT (256255.841088951 252830.03990736033)
279,오6,4.69E+18,오6,,,58258.2,237346.4,1,,,POINT (58258.199036587524 237346.40283129417)
280,여동10,4.61E+18,대륵도,고시,섬의 암석이 미륵같은,256778.84,252626.05,1,,,POINT (256778.84137208876 252626.04866823123)
281,여동11,4.61E+18,교도,고시,섬의 모양이 가마와 같,258240.85,251831.07,0,,,POINT (258240.84548782583 251831.07433729665)
282,나진1,4.61E+18,마물도,고시,울을 돌로 쌓아서 성처,259330.09,234652.18,0,,,POINT (259330.09179974993 234652.17875177693)
283,나진2,4.61E+18,장재도,고시,지형에 따라 천마산혈,257910.12,233159.17,0,,,POINT (257910.12071450346 233159.16558137198)
2098,예8,4.69E+18,예8,,,55547.7,230574.5,0,,,POINT (55547.700046178856 230574.50160133664)
284,나진3,4.61E+18,작은장재도,고시,간조시 장재도와 연결,258075.12,233173.17,0,,,POINT (258075.11968358653 233173.16791805823)
285,용주1,4.61E+18,죽도,고시,섬에 대나무가 많다 하,257635.1,234436.16,0,,,POINT (257635.10346144647 234436.15509267693)
286,이천1,4.61E+18,자래섬,고시,섬모양이 자라와 같다,251349.08,238227.04,0,,,POINT (251349.08000761186 238227.04404929694)
287,이천2,4.61E+18,소운두도,고시,섬이 구름위에 떠있는,251665.08,237856.05,0,,,POINT (251665.08380029406 237856.05056220386)
288,이천4,4.61E+18,오도,고시,,253273.07,238580.07,0,,,POINT (253273.06506420055 238580.0702738281)
289,이천5,4.61E+18,대운두도,고시,섬이 구름위에 떠있는,251484.07,238858.04,1,,,POINT (251484.0701284649 238858.0427635993)
290,이목1,4.61E+18,대락도,고시,이 섬의 크기가 소락도,250471.21,229328.08,0,,,POINT (250471.21375236055 229328.07680823992)
291,이목2,4.61E+18,소락도,고시,섬의 위치가 마을 전면,250941.22,229050.08,0,,,POINT (250941.21542275185 229050.08503451204)
292,안포1,4.61E+18,목도,고시,섬의 모양이 나비와 같,258352.18,229270.19,0,,,POINT (258352.1752003486 229270.19164757908)
293,안포2,4.61E+18,돌섬,고시,간조시 윗쪽에 있는 목,258653.18,229005.2,0,,,POINT (258653.1775644761 229005.19736462977)
294,안포3,4.61E+18,삼도첫섬,고시,간조시 3개의 섬이 연,259542.2,226937.22,0,,,POINT (259542.20327896212 226937.22067653603)
295,안포4,4.61E+18,애기삼섬,고시,간조시 3개의 섬이 연,259437.2,226916.22,0,,,POINT (259437.20410397885 226916.21925222687)
296,안포5,4.61E+18,삼도,고시,섬 세 개가 나란히 있,259326.21,226763.22,0,,,POINT (259326.206880618 226763.21840047237)
297,안포6,4.61E+18,삼도끝섬,고시,간조시 3개의 섬이 연,259233.21,226521.22,0,,,POINT (259233.21086350488 226521.21825563203)
298,유송1,4.61E+18,문서,고시,옛날 전설에 의하면 한,271256.28,217465.44,0,,,POINT (271256.2844362479 217465.43813136837)
299,유송2,4.61E+18,작은가릿여,고시,대유마을 동북쪽에 있,270644.29,217065.43,0,,,POINT (270644.29320567695 217065.43112836615)
300,유송6,4.61E+18,물목섬,고시,유송리 소유마을 동쪽,270688.32,215354.44,0,,,POINT (270688.31796411134 215354.4400353612)
301,유송7,4.61E+18,형제도,고시,섬이 두 개가 나란히 ,270906.32,215320.44,0,,,POINT (270906.3174205171 215320.4433801775)
302,유송8,4.61E+18,후서,고시,섬이 형제도 뒤에 있다,271887.31,215402.46,0,,,POINT (271887.31154911936 215402.45730447245)
303,유송9,4.61E+18,수항도,고시,이 섬에 물이 부족하여,270925.31,215941.44,1,,,POINT (270925.30826853245 215941.44066202274)
304,안도1,4.61E+18,배다서,고시,이 섬은 항상 물위에 ,274260.3,215411.49,0,,,POINT (274260.3001342301 215411.49193558987)
305,안도2,4.61E+18,작은배대기여,현지,외삼도 북쪽에 위치하,274228.3,215220.49,0,,,POINT (274228.3030784117 215220.49238437356)
306,안도3,4.61E+18,외삼도,고시,섬이 세 개가 나란히 ,274425.32,213690.5,0,,,POINT (274425.3245052105 213690.5025944012)
307,안도4,4.61E+18,구몽여,고시,안도의 외삼섬과 중삼,274216.33,213402.5,0,,,POINT (274216.32970113435 213402.5009181446)
308,안도5,4.61E+18,중삼도,고시,섬이 세 개가 나란히 ,274038.33,213218.5,0,,,POINT (274038.33323036437 213218.49919782393)
309,안도6,4.61E+18,초삼도,고시,섬이 세 개가 나란히 ,274020.35,212135.5,0,,,POINT (274020.3491277223 212135.5041085204)
310,안도10,4.61E+18,대부도,고시,섬의 모양이 가마솥처,272723.39,209515.5,1,,,POINT (272723.3934458104 209515.49767462228)
311,안도13,4.61E+18,안도,고시,유래는 리 유래와 동일,274454.37,210382.52,1,연도교,,POINT (274454.3726654318 210382.51879261195)
312,연도1,4.61E+18,큰여,수치,,274040.41,207793.52,0,,,POINT (274040.4123535363 207793.52503619523)
313,연도2,4.61E+18,검등여,고시,,272923.42,207524.51,0,,,POINT (272923.42150179535 207524.51003977534)
314,연도3,4.61E+18,납작도,고시,연도 역포마을 서쪽에,272978.43,207207.51,0,,,POINT (272978.4258586874 207207.51234190562)
315,연도4,4.61E+18,작은알마도,고시,역포마을 서쪽에 있는,271836.44,206686.5,0,,,POINT (271836.4387871245 206686.49819115608)
316,두라1,4.61E+18,나발도,고시,옛날 어떤 풍수가 이 ,267906.27,219852.38,1,,,POINT (267906.26568964974 219852.37761672633)
317,두라2,4.61E+18,소두리도,고시,옛날 풍수가 말하기를,268668.27,219170.39,1,,,POINT (268668.271967461 219170.39206344518)
318,두라3,4.61E+18,대두리도,고시,옛날 풍수가 말하기를,267176.28,219092.37,1,,,POINT (267176.28029849194 219092.37067568424)
319,화태2,4.61E+18,화태도,고시,리 유래와 같음.,267139.25,221314.36,1,,,POINT (267139.24806450086 221314.3592730139)
320,횡간1,4.61E+18,큰여,고시,횡간도와 화태도 사이,268977.24,220929.39,0,,,POINT (268977.2447934918 220929.38799789775)
321,횡간3,4.61E+18,몽여,고시,횡간도 남동쪽에 위치,270192.25,220277.41,0,,,POINT (270192.24845939275 220277.40893370932)
322,횡간7,4.61E+18,소횡간도,고시,대횡간도와 유래는 상,270404.27,219078.42,1,,,POINT (270404.26495924767 219078.41786379548)
323,횡간8,4.61E+18,대횡간도,고시,임란시 왜병들이 활을,269715.25,220466.4,1,,,POINT (269715.2479962714 220466.40104103537)
324,백야1,4.61E+18,백야도,고시,산봉우리가 岩石이 많,258467.24,224604.22,1,연륙교,,POINT (258467.2425327936 224604.21667668992)
325,월호1,4.61E+18,자봉도,고시,자봉리의 마을명을 따,262917.26,222062.29,1,,,POINT (262917.2576902228 222062.29403793794)
326,월호3,4.61E+18,단도,고시,지방민들이 딴섬이라 ,263624.26,221883.31,0,,,POINT (263624.2568495367 221883.30521880073)
327,월호4,4.61E+18,딴여,고시,화정면 월호도와 남면,266715.26,220753.36,0,,,POINT (266715.25830389926 220753.35583315027)
328,월호5,4.61E+18,월호도,고시,리명을 따서 월호도라,265895.27,220012.35,1,,,POINT (265895.2730793234 220012.3475026443)
329,개도1,4.61E+18,육고여,고시,,258617.33,218607.25,0,,,POINT (258617.32886943893 218607.2485809704)
330,개도3,4.61E+18,납덕고여,고시,모전마을 육고여 끝에,258735.34,218089.25,0,,,POINT (258735.3358050924 218089.2528442489)
331,개도5,4.61E+18,고여,고시,개도리 호령마을 남쪽,259439.35,216788.27,0,,,POINT (259448.1131101034 216784.49389892304)
332,개도6,4.61E+18,아랫고여,고시,개도리 호령마을 남쪽,256534.37,216656.23,0,,,POINT (259541.07656833576 216654.98871276772)
333,개도7,4.61E+18,야도,고시,섬 모양이 불 모양같이,262458.28,220587.29,0,,,POINT (262458.2813954732 220587.29462445225)
334,개도8,4.61E+18,단도1,고시,지방민들이 딴섬이라 ,262454.31,218851.3,0,,,POINT (262454.3066600262 218851.3030981497)
335,개도9,4.61E+18,바깥딴섬,고시,화정 개도 월항 정목리,262528.31,218755.3,0,,,POINT (262528.3076964078 218755.30464504176)
336,개도10,4.61E+18,도막여,현지,화정면 제도리 남쪽에,263143.31,218511.31,0,,,POINT (263143.3082614591 218511.31478396995)
337,제도3,4.61E+18,제도,고시,리명을 따서 제리도라,259616.27,222443.24,1,,,POINT (259854.11257716702 222525.57870405092)
338,상화2,4.61E+18,상화도,고시,리명을 따라 상화도라,255078.29,222813.18,1,,,POINT (255078.28525296962 222813.1764020275)
339,하화1,4.61E+18,부도,고시,가마솥(釜)과 같이 생,253414.33,220320.16,0,,,POINT (253414.32955805116 220320.16472785163)
340,하화2,4.61E+18,소부도,고시,가마솥과 같이 생긴 섬,253727.32,220692.17,0,,,POINT (253727.3226343132 220692.1674047975)
341,하화4,4.61E+18,장구도,고시,섬의 모양이 장구를 닮,255364.3,221725.19,0,,,POINT (255364.29961213458 221725.18597078545)
342,하화5,4.61E+18,하화도,고시,리명을 따라서 하화도,256640.29,222028.2,1,,,POINT (256640.28893835092 222028.20296614373)
343,하화6,4.61E+18,문여,고시,하화리 서쪽끝과 별도,255597.3,221658.19,0,,,POINT (255597.29943585346 221658.18968157884)
344,낭도1,4.61E+18,납대도,고시,,248543.31,223055.08,0,,,POINT (248543.31415678014 223055.08062688168)
345,낭도2,4.61E+18,대해도,고시,섬의 모양이 게와 같이,249062.32,222583.09,0,,,POINT (249062.31838943833 222583.09049698943)
