연번,시도,시군구,섬이름,위도,경도
2389,전라남도,진도군,중변도,34.40364237,126.3703025
2390,전라남도,진도군,하변도,34.39790573,126.3666873
2391,전라남도,진도군,감보도,34.53758892,126.3536207
2392,전라남도,진도군,와도,34.474769,126.3844294
2393,전라남도,진도군,수서도,34.59283164,126.2488376
2394,전라남도,진도군,굴섬(굴도),34.55672023,126.3153632
2395,전라남도,진도군,넙섬(잉도),34.55563447,126.3086068
2396,전라남도,진도군,매도,34.33382947,126.3023479
2397,전라남도,진도군,수달도(어덩여),34.387798,126.2785005
2398,전라남도,진도군,구자서도(위도),34.32528719,126.2890007
2399,전라남도,진도군,서갈매기섬(갈매기섬),34.28531809,126.342133
2400,전라남도,진도군,중갈매기섬,34.28555556,126.3475
2401,전라남도,진도군,밀매도(밀매1도),34.25029025,126.3302889
2402,전라남도,진도군,소밀매도,34.24712441,126.3277757
2403,전라남도,진도군,갈매기섬(서갈매기섬),34.28527778,126.3502778
2404,전라남도,진도군,만서도,34.28072764,126.3831619
2405,전라남도,진도군,삼북도,34.39786764,126.3073136
2406,전라남도,진도군,삼중도,34.39718964,126.3071372
2407,전라남도,진도군,삼남도,34.39657036,126.3078944
2408,전라남도,진도군,수품항도(항도),34.38027778,126.3116667
2409,전라남도,진도군,소황범도,34.40030383,126.3139485
2410,전라남도,진도군,황범도,34.3956677,126.3136188
2411,전라남도,진도군,상두륵도,34.40180064,126.3494623
2412,전라남도,진도군,두륵도,34.39900797,126.3509337
2413,전라남도,진도군,소삼도,34.39486697,126.327945
2414,전라남도,진도군,중삼도,34.39177707,126.325928
2415,전라남도,진도군,무저도,34.386171,126.3453885
2416,전라남도,진도군,소소당도,34.35294919,126.1968714
2417,전라남도,진도군,대소당도,34.34719628,126.1874998
2418,전라남도,진도군,중죽도,34.349892,126.1799509
2419,전라남도,진도군,사자도,34.32898332,126.1536116
2420,전라남도,진도군,각거도,34.35377554,126.1284501
2421,전라남도,진도군,신도,34.35592053,126.1240163
2422,전라남도,진도군,죽도,34.36535655,126.1240271
2423,전라남도,진도군,백미도,34.35883792,126.1289618
2424,전라남도,진도군,임회항도,34.331039,126.148962
2425,전라남도,진도군,돈서,34.51931792,126.0857422
2426,전라남도,진도군,공도,34.51756692,126.0844046
2427,전라남도,진도군,대소동도,34.4568,126.0419496
2428,전라남도,진도군,가덕도,34.45384086,125.9991453
2429,전라남도,진도군,접우도,34.45629712,125.9852886
2430,전라남도,진도군,외공도(외맹도),34.46252046,125.9890718
2431,전라남도,진도군,방아섬(방여도),34.250768,126.0628861
2432,전라남도,진도군,방아섬(족도),34.34473592,125.9734483
2433,전라남도,진도군,소라배도,34.30584825,126.013029
2434,전라남도,진도군,북송도,34.42406532,125.9883168
2435,전라남도,진도군,외항도,34.26312983,126.0118042
2436,전라남도,진도군,내항도,34.26513408,126.0083224
2437,전라남도,진도군,막두여(시하도),34.25295724,126.0021441
2438,전라남도,진도군,소슬도,34.254894,126.1558436
2439,전라남도,진도군,상송도,34.24550454,125.9310365
2440,전라남도,진도군,하송도,34.24389744,125.93
2441,전라남도,진도군,거차송도(송도),34.23861111,125.9263889
2442,전라남도,진도군,북도(시루섬),34.23794442,125.9623619
2443,전라남도,진도군,흑여,34.2881444,126.0109069
2444,전라남도,진도군,명도,34.21982844,125.8600222
2445,전라남도,진도군,맹성항도(항도),34.33331546,126.0487076
2446,전라남도,진도군,당도송도(송도),34.32222392,126.0441212
2447,전라남도,진도군,소모도,34.29106319,126.0062785
2448,전라남도,진도군,거차항도(옥도항도),34.24398867,125.9115397
2449,전라남도,진도군,새섬(새섬여),34.40008949,126.010206
2450,전라남도,진도군,상갈도,34.38161775,126.0397179
2451,전라남도,진도군,폴장도,34.30102154,125.9681913
2452,전라남도,진도군,계도,34.31159066,125.9896977
2453,전라남도,진도군,조도(소마조도),34.30392654,125.9957534
2454,전라남도,진도군,수옥도,34.27126605,126.0552741
2455,전라남도,진도군,군암도,34.32312603,126.0261142
2456,전라남도,진도군,목여(목여도),34.34055244,125.9983461
2457,전라남도,진도군,유금도,34.35151139,125.9863328
2458,전라남도,진도군,상도,34.33804903,125.993376
2459,전라남도,진도군,시야도,34.360336,126.0106383
2460,전라남도,진도군,갈도,34.30180763,125.9466438
2461,전라남도,진도군,장죽도,34.34420299,126.1103925
2462,전라남도,진도군,길마도,34.32834732,126.1220708
2463,전라남도,진도군,동구섬(동고도),34.30722875,126.0221822
2464,전라남도,진도군,청등송도,34.24583027,126.0736446
2465,전라남도,진도군,신의도,34.23408448,126.0747404
2466,전라남도,진도군,곡섬(곡도),34.43885031,126.0892401
2467,전라남도,진도군,잠두도,34.44228181,126.0937004
2468,전라남도,진도군,소장도,34.455437,126.1093537
2469,전라남도,진도군,거도,34.48789028,126.1683213
2470,전라남도,진도군,마도,34.380706,126.1306702
2471,전라남도,진도군,소소동도,34.462226,126.0503708
2472,전라남도,진도군,상방고도,34.51360236,126.1259538
2473,전라남도,진도군,주지여,34.4870122,126.0748046
2474,전라남도,진도군,중방고도,34.51186308,126.1233336
2475,전라남도,진도군,하방고도,34.51096664,126.1217282
2476,전라남도,진도군,산자도,34.330752,125.9846843
2477,전라남도,진도군,해수여(고치여도),34.26626582,126.0255426
2478,전라남도,진도군,해수여도,34.26536092,126.0249588
2479,전라남도,진도군,하형제도,34.21848472,126.0584293
2480,전라남도,진도군,형제도,34.22073282,126.0585629
2481,전라남도,진도군,모사도(샛개여),34.42597232,126.0059972
2482,전라남도,진도군,소거마도,34.23759227,125.9960896
2483,전라남도,진도군,거마도,34.2288991,125.9903041
2484,전라남도,진도군,주도,34.32694444,125.9780556
2485,전라남도,진도군,변도(변서도),34.2674229,126.1680753
2486,전라남도,진도군,구도,34.26273703,126.1752485
2487,전라남도,진도군,두여(두여도),34.24952681,126.1513228
2488,전라남도,진도군,가람도(가람서도),34.23169173,126.170827
2489,전라남도,진도군,화단도,34.22123592,126.1494921
2490,전라남도,진도군,초도,34.2281561,126.163587
2491,전라남도,진도군,제주도,34.22018917,126.1729415
2492,전라남도,진도군,망도,34.24492081,125.9538222
2493,전라남도,진도군,상죽도여(중죽여도),34.22023181,125.8380591
2494,전라남도,진도군,몽덕도,34.209986,125.879905
2495,전라남도,진도군,연출여(연출여도),34.28854235,125.9876822
2496,전라남도,진도군,하연출여도,34.28552831,125.9916798
2497,전라남도,진도군,사어여,34.24441653,125.9229486
2498,전라남도,진도군,하갈도,34.3764093,126.0427042
2499,전라남도,진도군,민동여,34.27456499,126.0938521
2500,전라남도,진도군,하민동여,34.27346598,126.0936845
2501,전라남도,진도군,송도2,34.26874647,126.0918538
2502,전라남도,진도군,검덕도,34.30187152,126.0965276
2503,전라남도,진도군,과도,34.38453864,126.0158241
2504,전라남도,진도군,오미도,34.36341083,126.0218153
2505,전라남도,진도군,외병여,34.36440001,125.9389946
2506,전라남도,진도군,제도,34.35350321,125.930161
2507,전라남도,진도군,두량여(두량여도),34.35113428,125.898189
2508,전라남도,진도군,강대도,34.27758337,126.1220346
2509,전라남도,진도군,"담초여(담추서, 담추서도)",34.25749163,126.1157156
2510,전라남도,진도군,북도,34.30303729,125.9579095
2511,전라남도,진도군,소양간여(상소양간여),34.30999008,125.8882694
2512,전라남도,진도군,서식나여,34.30587375,125.9029382
2513,전라남도,진도군,식라여(서식도2),34.31728603,125.9450983
2514,전라남도,진도군,하소양간여,34.30940932,125.8867551
2515,전라남도,진도군,불무도,34.32531048,126.1697479
2516,전라남도,진도군,곡두도,34.22843008,126.0878411
2517,전라남도,진도군,마도,34.45774193,126.0268593
2518,전라남도,진도군,붉은여(원산여),34.44408654,126.0986968
2519,전라남도,진도군,북장여(솔섬),34.44043719,126.0932699
2520,전라남도,진도군,북장여,34.44006191,126.0920046
2521,전라남도,진도군,솔섬,34.43959019,126.0949073
2522,전라남도,진도군,보전여,34.48951688,126.1472861
2523,전라남도,진도군,각흘도,34.258533,126.051108
2524,전라남도,진도군,병풍도,34.1564197,125.9393816
2525,전라남도,진도군,넙덕여,34.2068671,125.8009619
2526,전라남도,진도군,소경여,34.219702,126.1667776
2527,전라남도,진도군,섬드레,34.2207158,126.0357567
2528,전라남도,진도군,하죽도여,34.2193747,125.8370187
2529,전라남도,진도군,중죽도여,34.2195744,125.8375395
2530,전라남도,진도군,(미부여),34.2258989,126.0414048
2531,전라남도,진도군,납대기도,34.2249177,126.1513328
2532,전라남도,진도군,간암여,34.2258269,126.1649469
2533,전라남도,진도군,관매항도,34.2390767,126.0673648
2534,전라남도,진도군,솔머리여,34.2426695,126.0820064
2535,전라남도,진도군,상어여,34.2539686,126.0191828
2536,전라남도,진도군,건들매기,34.2539773,125.9931827
2537,전라남도,진도군,목여,34.248472,126.099228
2538,전라남도,진도군,행금도,34.2683948,126.1264302
2539,전라남도,진도군,오동여,34.3174527,125.9461768
2540,전라남도,진도군,상소양간여,34.3110617,125.8911265
2541,전라남도,진도군,작은섬,34.3069466,125.9712452
2542,전라남도,진도군,방안여,34.344811,125.9586343
2543,전라남도,진도군,(미부여),34.3391856,126.0136313
2544,전라남도,진도군,옥도항도,34.3394906,126.021163
2545,전라남도,진도군,상구자윗섬,34.3333429,126.2975239
2546,전라남도,진도군,두름여,34.3541476,125.9885224
2547,전라남도,진도군,보튼여,34.3552643,126.012996
2548,전라남도,진도군,백야도,34.3780904,126.0044674
2549,전라남도,진도군,대한간여,34.3198395,126.1304838
2550,전라남도,진도군,소한간여,34.3205574,126.125561
2551,전라남도,진도군,탄항도,34.2369611,126.1821282
2552,전라남도,진도군,가사여,34.2390238,126.15779
2553,전라남도,진도군,시루섬,34.2379837,125.9646414
2554,전라남도,진도군,각흘도,34.4272485,126.0832696
2555,전라남도,진도군,솔개여,34.4202437,125.9908637
2556,전라남도,진도군,불도,34.4409891,126.0637871
2557,전라남도,진도군,희어도,34.5518394,126.2252978
2558,전라남도,진도군,대삼도,34.3860845,126.3287987
2559,전라남도,진도군,오지바위섬,34.5635406,126.310073
2560,전라남도,진도군,골도,34.5527343,126.220396
2561,전라남도,진도군,경여,34.23805512,126.1396892
2562,전라남도,해남군,양도,34.58663898,126.3020043
2563,전라남도,해남군,동섬(소임하도),34.61051071,126.260106
2564,전라남도,해남군,현도(월도),34.56273237,126.3182892
2565,전라남도,해남군,녹도,34.56439002,126.3255241
2566,전라남도,해남군,송도,34.42420056,126.6814556
2567,전라남도,해남군,내도,34.44573343,126.73364
2568,전라남도,해남군,진대섬(소동도),34.43472163,126.7333078
2569,전라남도,해남군,장죽도,34.43373378,126.7080416
2570,전라남도,해남군,도리섬(항도),34.33677945,126.6042986
2571,전라남도,해남군,감토도,34.32052525,126.6100184
2572,전라남도,해남군,암도,34.31206893,126.5996665
2573,전라남도,해남군,남도,34.40431492,126.6461352
2574,전라남도,해남군,율도(소율도),34.41314684,126.6486037
2575,전라남도,해남군,큰율도(율도),34.41227423,126.652298
2576,전라남도,해남군,권둥섬(신일도),34.70756375,126.3683732
2577,전라남도,해남군,신이도,34.70474892,126.3641166
2578,전라남도,해남군,신도(신삼도),34.70309046,126.3656831
2579,전라남도,해남군,언마1도,34.35541171,126.50235
2580,전라남도,해남군,언마2도,34.35474808,126.502213
2581,전라남도,해남군,죽도,34.34468197,126.5142917
2582,전라남도,해남군,소죽도,34.34357643,126.513856
2583,전라남도,해남군,증도,34.3391525,126.516715
2584,전라남도,해남군,농개도,34.371746,126.4732607
2585,전라남도,해남군,가마도,34.36299293,126.4624261
2586,전라남도,해남군,송도,34.33324064,126.4767233
2587,전라남도,해남군,소송도,34.3367288,126.4770343
2588,전라남도,해남군,솔섬(등오),34.410477,126.4885796
2589,전라남도,해남군,증도,34.4954682,126.4627913
2590,전라남도,해남군,목탁도,34.49037179,126.4595322
2591,전라남도,해남군,중도(갈두도),34.48964102,126.4574192
2592,전라남도,해남군,삼마도(안도),34.44513908,126.4263845
2593,전라남도,해남군,서당도,34.42839205,126.4404019
2594,전라남도,해남군,죽도,34.4272842,126.4630177
2595,전라남도,해남군,여도,34.72476796,126.3403744
2596,전라남도,해남군,닭섬(계도),34.67545835,126.250417
2597,전라남도,해남군,뱀섬(소시하도),34.70173881,126.2465922
2598,전라남도,해남군,고도,34.66872378,126.2531331
2599,전라남도,해남군,우도,34.65314701,126.2519004
2600,전라남도,해남군,소묘도,34.54967371,126.3868644
2601,전라남도,해남군,소래도(대묘도),34.54866215,126.3836921
2602,전라남도,해남군,추도,34.5543458,126.3677668
2603,전라남도,해남군,소맥도,34.55354264,126.3604153
2604,전라남도,해남군,석도,34.55502581,126.3580323
2605,전라남도,해남군,죽도,34.53705897,126.4242309
2606,전라남도,해남군,준도(소당도),34.53289408,126.4514879
2607,전라남도,해남군,준도,34.52449098,126.4407856
2608,전라남도,해남군,연초도,34.3387032,126.6175821
2609,전라남도,해남군,소연초도,34.3366035,126.6193364
2610,전라남도,해남군,(미부여),34.3801877,126.4682178
2611,전라남도,해남군,갈도,34.3813074,126.4698582
2612,전라남도,해남군,(미부여),34.4158134,126.6576066
2613,전라남도,해남군,소당도,34.5317826,126.4259066
2614,전라남도,해남군,(미부여),34.5308513,126.3920628
2615,전라남도,해남군,송도,34.5518672,126.3555028
2616,전라남도,해남군,입도,34.5465593,126.4185413
2617,전라남도,해남군,목도,34.5966868,126.2761219
2618,전라남도,해남군,독섬,34.6104197,126.2728316
