src_node,dst_node,island_name,release_point_id,attn_layer1_mean,attn_layer2
111,133,통영망일봉,112,0.013946846,1.0118843e-05
111,134,마산봉암,112,0.00929269,0.0011698364
111,141,여수백야도,112,0.0035970702,0.008928663
111,143,남해유구,112,0.0042424337,8.283764e-06
111,144,거제두모,112,0.0050299913,0.0019204882
111,146,고성하일,112,0.20307082,2.3053374e-07
111,147,부산가덕도,112,0.0190774,0.04514223
111,153,여수안도,112,0.002529498,0.0045687826
111,158,통영욕지도,112,0.006074389,3.420091e-05
112,131,여수반월,113,0.0013644645,0.0012545792
112,132,사천아두도,113,0.0077436976,1.2623378e-05
112,133,통영망일봉,113,0.021130472,4.631896e-06
112,134,마산봉암,113,0.013427684,0.00041188748
112,135,부산해양대,113,0.07536786,0.1172724
112,141,여수백야도,113,0.030434458,0.0719464
112,143,남해유구,113,0.002345033,6.567389e-05
112,144,거제두모,113,0.007349531,0.0005703086
112,146,고성하일,113,0.020480584,2.1143278e-06
112,147,부산가덕도,113,0.007958434,0.013045848
112,153,여수안도,113,0.012043968,0.02698739
112,158,통영욕지도,113,0.0051245745,6.6760134e-05
113,130,고흥신흥,114,0.023688234,0.050321747
113,131,여수반월,114,0.009033061,7.070558e-07
113,132,사천아두도,114,0.018871702,7.5878717e-07
113,133,통영망일봉,114,0.0060606897,8.761779e-05
113,134,마산봉암,114,0.029009555,0.0414729
113,141,여수백야도,114,0.0048387013,2.5686431e-05
113,142,고흥염포,114,0.021875529,0.047691017
113,143,남해유구,114,0.02235033,5.7258763e-08
113,144,거제두모,114,0.013916513,0.030195905
113,146,고성하일,114,0.011739784,5.5431246e-06
113,153,여수안도,114,0.006447836,7.8705325e-06
113,158,통영욕지도,114,0.034025658,8.281654e-07
114,130,고흥신흥,115,0.009259415,0.02088875
114,131,여수반월,115,0.014063977,1.8855853e-07
114,132,사천아두도,115,0.022890579,5.3237665e-07
114,133,통영망일봉,115,0.0048277425,0.00017205586
114,141,여수백야도,115,0.0062797265,1.06618845e-05
114,142,고흥염포,115,0.010474712,0.023548322
114,143,남해유구,115,0.09587752,1.4859096e-08
114,144,거제두모,115,0.028611144,0.05558116
114,146,고성하일,115,0.011080755,6.2620434e-06
114,153,여수안도,115,0.0058188234,1.0331421e-05
114,158,통영욕지도,115,0.013465451,2.5085465e-06
115,133,통영망일봉,116,0.003838024,0.033621464
115,134,마산봉암,116,0.007911898,0.005121784
115,135,부산해양대,116,0.05979796,0.00015338595
115,136,울산대왕암,116,0.13823599,0.041732963
115,144,거제두모,116,0.0056744814,0.002832889
115,145,울주나사리,116,0.10573192,0.0032230853
115,146,고성하일,116,0.10240156,0.3324017
115,147,부산가덕도,116,0.016744312,0.00078228145
115,148,부산일광,116,0.098708436,0.0004133551
115,156,울산주전,116,0.16097285,0.07728434
116,133,통영망일봉,117,0.0026712683,0.01372724
116,134,마산봉암,117,0.010093128,0.0019735692
116,135,부산해양대,117,0.035865,0.00027765706
116,136,울산대왕암,117,0.09570779,0.06235486
116,144,거제두모,117,0.0071519506,0.0012156435
116,145,울주나사리,117,0.061314948,0.0050254874
116,146,고성하일,117,0.032244213,0.12117302
116,147,부산가덕도,117,0.026016599,0.0003495164
